You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Isiah Pacheco | RB | 11.5
Tony Pollard | RB | 10.4
Zach Charbonnet | RB | 8.0
Miles Sanders | RB | 4.0
Kaleb Johnson | RB | 10.7
Trey Benson | RB | 7.6
Nick Chubb | RB | 4.7
Joe Mixon | RB | 8.9
Xavier Worthy | WR | 14.9
Jalen Coker | WR | 5.0
Brian Thomas Jr. | WR | 16.0
Darnell Mooney | WR | 9.8
KaVontae Turpin | WR | 4.2
Josh Reynolds | WR | 6.1
Emeka Egbuka | WR | 10.6
Ricky Pearsall | WR | 11.1
Tyler Higbee | TE | 6.7
Sam LaPorta | TE | 11.2
Mike Gesicki | TE | 7.1
Dallas Goedert | TE | 9.2
Baker Mayfield | QB | 19.2
Bryce Young | QB | 15.5
Justin Fields | QB | 15.8
Patrick Mahomes II | QB | 19.9

Team B Roster (name | pos | proj):
Quinshon Judkins | RB | 5.0
Dylan Sampson | RB | 6.0
Raheem Mostert | RB | 3.3
James Cook | RB | 14.2
J.K. Dobbins | RB | 10.9
Tyler Allgeier | RB | 5.6
De'Von Achane | RB | 17.1
Samaje Perine | RB | 3.5
Marvin Mims Jr. | WR | 9.2
Kyle Williams | WR | 6.6
Christian Kirk | WR | 7.8
Brandin Cooks | WR | 5.4
Ray-Ray McCloud III | WR | 5.1
Nick Westbrook-Ikhine | WR | 5.5
Adonai Mitchell | WR | 5.1
Jaylen Waddle | WR | 11.7
David Njoku | TE | 10.6
Kyle Pitts Sr. | TE | 8.0
Mark Andrews | TE | 10.8
Travis Kelce | TE | 11.0
Michael Penix Jr. | QB | 15.2
Sam Darnold | QB | 15.3
C.J. Stroud | QB | 16.2
J.J. McCarthy | QB | 16.7

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
