You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Breece Hall | RB | 12.7
Kendre Miller | RB | 3.5
De'Von Achane | RB | 17.1
Dylan Sampson | RB | 6.0
Alvin Kamara | RB | 14.7
Tyler Allgeier | RB | 5.6
Tyrone Tracy Jr. | RB | 11.0
Jaylen Warren | RB | 11.0
Diontae Johnson | WR | 5.4
Drake London | WR | 15.2
Luther Burden III | WR | 7.8
Marquise Brown | WR | 10.1
Emeka Egbuka | WR | 10.6
Khalil Shakir | WR | 11.7
Amon-Ra St. Brown | WR | 16.9
Calvin Austin III | WR | 5.5
Zach Ertz | TE | 8.1
Noah Fant | TE | 4.6
Cole Kmet | TE | 3.9
Jake Ferguson | TE | 8.5
Jalen Hurts | QB | 22.0
Justin Herbert | QB | 16.6
Kyler Murray | QB | 18.5
Josh Allen | QB | 21.8

Team B Roster (name | pos | proj):
Woody Marks | RB | 3.3
Kenneth Walker III | RB | 13.7
Saquon Barkley | RB | 19.3
Bucky Irving | RB | 16.3
Tank Bigsby | RB | 7.4
James Cook | RB | 14.2
Chuba Hubbard | RB | 13.8
J.K. Dobbins | RB | 10.9
Tetairoa McMillan | WR | 12.4
Joshua Palmer | WR | 7.6
Dyami Brown | WR | 6.7
Pat Bryant | WR | 4.5
Troy Franklin | WR | 4.0
Romeo Doubs | WR | 7.6
Tre' Harris | WR | 6.7
DK Metcalf | WR | 12.7
Mason Taylor | TE | 7.0
Brock Bowers | TE | 14.4
Noah Gray | TE | 5.0
Dalton Schultz | TE | 7.0
Bo Nix | QB | 18.8
Brock Purdy | QB | 17.7
Anthony Richardson Sr. | QB | 13.8
Drake Maye | QB | 17.1

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
