You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Raheem Mostert | RB | 3.3
Najee Harris | RB | 6.7
Dylan Sampson | RB | 6.0
Christian McCaffrey | RB | 18.6
Jaylen Warren | RB | 11.0
Javonte Williams | RB | 8.8
Chase Brown | RB | 15.4
Brian Robinson Jr. | RB | 10.4
DJ Moore | WR | 13.1
Amon-Ra St. Brown | WR | 16.9
Marquez Valdes-Scantling | WR | 4.5
Jakobi Meyers | WR | 11.5
Brian Thomas Jr. | WR | 16.0
Khalil Shakir | WR | 11.7
Jameson Williams | WR | 12.6
Chris Godwin | WR | 4.8
Jonnu Smith | TE | 6.8
Ja'Tavion Sanders | TE | 6.0
Tyler Higbee | TE | 6.7
Tyler Warren | TE | 8.2
Joe Burrow | QB | 20.0
Jared Goff | QB | 16.2
Patrick Mahomes II | QB | 19.9
Caleb Williams | QB | 16.1

Team B Roster (name | pos | proj):
TreVeyon Henderson | RB | 12.2
Travis Etienne Jr. | RB | 10.0
RJ Harvey | RB | 11.8
Tyjae Spears | RB | 7.5
Will Shipley | RB | 3.7
Omarion Hampton | RB | 14.0
Bijan Robinson | RB | 18.5
De'Von Achane | RB | 17.1
Noah Brown | WR | 4.3
Jaxon Smith-Njigba | WR | 13.8
Ladd McConkey | WR | 14.6
Darius Slayton | WR | 6.6
Marvin Mims Jr. | WR | 9.2
Tetairoa McMillan | WR | 12.4
Darnell Mooney | WR | 9.8
Deebo Samuel Sr. | WR | 11.5
Isaiah Likely | TE | 5.5
Mike Gesicki | TE | 7.1
Cole Kmet | TE | 3.9
Colston Loveland | TE | 7.8
Lamar Jackson | QB | 21.6
Jalen Hurts | QB | 22.0
Michael Penix Jr. | QB | 15.2
Matthew Stafford | QB | 15.3

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
