You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Kareem Hunt | RB | 4.8
Quinshon Judkins | RB | 5.0
Cam Skattebo | RB | 7.8
Samaje Perine | RB | 3.5
Tyler Allgeier | RB | 5.6
Omarion Hampton | RB | 14.0
Justice Hill | RB | 6.1
Joe Mixon | RB | 8.9
Quentin Johnston | WR | 6.3
Josh Downs | WR | 9.9
Zay Flowers | WR | 13.1
Tyler Lockett | WR | 6.0
Marvin Harrison Jr. | WR | 13.3
Mike Evans | WR | 14.6
Adonai Mitchell | WR | 5.1
Davante Adams | WR | 13.4
Colston Loveland | TE | 7.8
Dallas Goedert | TE | 9.2
Travis Kelce | TE | 11.0
Hunter Henry | TE | 8.3
Jordan Love | QB | 16.3
Russell Wilson | QB | 15.4
Baker Mayfield | QB | 19.2
Kyler Murray | QB | 18.5

Team B Roster (name | pos | proj):
Bijan Robinson | RB | 18.5
Chuba Hubbard | RB | 13.8
Kyle Monangai | RB | 2.4
Kaleb Johnson | RB | 10.7
TreVeyon Henderson | RB | 12.2
Bhayshul Tuten | RB | 4.9
Jordan Mason | RB | 7.4
Saquon Barkley | RB | 19.3
Deebo Samuel Sr. | WR | 11.5
A.J. Brown | WR | 15.7
Rome Odunze | WR | 11.6
DeAndre Hopkins | WR | 5.7
DJ Moore | WR | 13.1
Garrett Wilson | WR | 12.6
Ja'Marr Chase | WR | 19.5
Matthew Golden | WR | 11.6
Brock Bowers | TE | 14.4
Jake Ferguson | TE | 8.5
Cole Kmet | TE | 3.9
Tyler Conklin | TE | 4.9
Caleb Williams | QB | 16.1
Geno Smith | QB | 14.4
Jared Goff | QB | 16.2
Tua Tagovailoa | QB | 15.5

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
