You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Raheem Mostert | RB | 3.3
Travis Etienne Jr. | RB | 10.0
Breece Hall | RB | 12.7
Austin Ekeler | RB | 8.2
Quinshon Judkins | RB | 5.0
Jerome Ford | RB | 9.0
Omarion Hampton | RB | 14.0
Kaleb Johnson | RB | 10.7
Adonai Mitchell | WR | 5.1
Chris Godwin | WR | 4.8
Calvin Austin III | WR | 5.5
Rome Odunze | WR | 11.6
Marquise Brown | WR | 10.1
Brandin Cooks | WR | 5.4
Jalen Nailor | WR | 6.6
Brian Thomas Jr. | WR | 16.0
Travis Kelce | TE | 11.0
Tyler Conklin | TE | 4.9
Evan Engram | TE | 9.7
Zach Ertz | TE | 8.1
Caleb Williams | QB | 16.1
Baker Mayfield | QB | 19.2
Kenny Pickett | QB | 15.9
Russell Wilson | QB | 15.4

Team B Roster (name | pos | proj):
Joe Mixon | RB | 8.9
Tony Pollard | RB | 10.4
Tyler Allgeier | RB | 5.6
Jahmyr Gibbs | RB | 17.9
Zach Charbonnet | RB | 8.0
TreVeyon Henderson | RB | 12.2
Rico Dowdle | RB | 5.1
Derrick Henry | RB | 16.2
Diontae Johnson | WR | 5.4
Marvin Mims Jr. | WR | 9.2
Jerry Jeudy | WR | 12.4
Jakobi Meyers | WR | 11.5
Travis Hunter | WR | 12.7
Tetairoa McMillan | WR | 12.4
Joshua Palmer | WR | 7.6
Keon Coleman | WR | 10.0
Brenton Strange | TE | 7.7
Mike Gesicki | TE | 7.1
Mason Taylor | TE | 7.0
Jake Ferguson | TE | 8.5
Drake Maye | QB | 17.1
Lamar Jackson | QB | 21.6
Brock Purdy | QB | 17.7
Anthony Richardson Sr. | QB | 13.8

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
