You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Roschon Johnson | RB | 5.3
Ray Davis | RB | 5.9
RJ Harvey | RB | 11.8
J.K. Dobbins | RB | 10.9
TreVeyon Henderson | RB | 12.2
Will Shipley | RB | 3.7
David Montgomery | RB | 11.5
Bhayshul Tuten | RB | 4.9
Garrett Wilson | WR | 12.6
Jayden Higgins | WR | 9.5
Travis Hunter | WR | 12.7
Luther Burden III | WR | 7.8
Zay Flowers | WR | 13.1
Quentin Johnston | WR | 6.3
CeeDee Lamb | WR | 17.4
Darius Slayton | WR | 6.6
Tyler Warren | TE | 8.2
Brenton Strange | TE | 7.7
Dalton Kincaid | TE | 8.6
Noah Gray | TE | 5.0
Cameron Ward | QB | 13.9
Jalen Hurts | QB | 22.0
Lamar Jackson | QB | 21.6
Drake Maye | QB | 17.1

Team B Roster (name | pos | proj):
Kyren Williams | RB | 15.2
Najee Harris | RB | 6.7
Aaron Jones Sr. | RB | 11.5
Kendre Miller | RB | 3.5
Alvin Kamara | RB | 14.7
Kaleb Johnson | RB | 10.7
Brian Robinson Jr. | RB | 10.4
Tony Pollard | RB | 10.4
Calvin Ridley | WR | 11.8
Cooper Kupp | WR | 11.1
Michael Wilson | WR | 6.9
Calvin Austin III | WR | 5.5
Josh Reynolds | WR | 6.1
Tutu Atwell | WR | 5.6
Jalen Nailor | WR | 6.6
Marvin Harrison Jr. | WR | 13.3
George Kittle | TE | 13.2
Mike Gesicki | TE | 7.1
Michael Mayer | TE | 4.0
Trey McBride | TE | 14.6
Sam Darnold | QB | 15.3
Brock Purdy | QB | 17.7
Anthony Richardson Sr. | QB | 13.8
Dak Prescott | QB | 16.4

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
