You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Dylan Sampson | RB | 6.0
Elijah Mitchell | RB | 2.7
Tank Bigsby | RB | 7.4
Javonte Williams | RB | 8.8
Isiah Pacheco | RB | 11.5
J.K. Dobbins | RB | 10.9
Bijan Robinson | RB | 18.5
Tony Pollard | RB | 10.4
Jalen Royals | WR | 4.1
Marquez Valdes-Scantling | WR | 4.5
Brian Thomas Jr. | WR | 16.0
Jaxon Smith-Njigba | WR | 13.8
Curtis Samuel | WR | 4.0
Quentin Johnston | WR | 6.3
Michael Pittman Jr. | WR | 10.3
Kyle Williams | WR | 6.6
Pat Freiermuth | TE | 7.1
Tucker Kraft | TE | 8.8
Jake Ferguson | TE | 8.5
Theo Johnson | TE | 6.9
Patrick Mahomes II | QB | 19.9
Sam Darnold | QB | 15.3
J.J. McCarthy | QB | 16.7
Kenny Pickett | QB | 15.9

Team B Roster (name | pos | proj):
Blake Corum | RB | 2.4
Aaron Jones Sr. | RB | 11.5
Nick Chubb | RB | 4.7
Tyrone Tracy Jr. | RB | 11.0
Braelon Allen | RB | 4.2
Najee Harris | RB | 6.7
Ray Davis | RB | 5.9
Tyler Allgeier | RB | 5.6
Jalen Tolbert | WR | 4.3
CeeDee Lamb | WR | 17.4
Jayden Higgins | WR | 9.5
DeVonta Smith | WR | 13.0
Jayden Reed | WR | 11.0
Cedric Tillman | WR | 8.2
Jalen McMillan | WR | 9.2
Jalen Coker | WR | 5.0
Tyler Higbee | TE | 6.7
AJ Barner | TE | 4.7
Brenton Strange | TE | 7.7
Kyle Pitts Sr. | TE | 8.0
Geno Smith | QB | 14.4
Jared Goff | QB | 16.2
Bo Nix | QB | 18.8
Caleb Williams | QB | 16.1

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
