You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Rachaad White | RB | 8.1
Justice Hill | RB | 6.1
TreVeyon Henderson | RB | 12.2
Rico Dowdle | RB | 5.1
Roschon Johnson | RB | 5.3
Bucky Irving | RB | 16.3
Isaac Guerendo | RB | 4.2
Rhamondre Stevenson | RB | 10.3
Malik Nabers | WR | 16.7
Jaxon Smith-Njigba | WR | 13.8
Michael Pittman Jr. | WR | 10.3
Michael Wilson | WR | 6.9
Jack Bech | WR | 7.3
Greg Dortch | WR | 3.9
Courtland Sutton | WR | 12.9
Khalil Shakir | WR | 11.7
Mason Taylor | TE | 7.0
T.J. Hockenson | TE | 10.7
Ja'Tavion Sanders | TE | 6.0
David Njoku | TE | 10.6
Tua Tagovailoa | QB | 15.5
Baker Mayfield | QB | 19.2
Sam Darnold | QB | 15.3
Matthew Stafford | QB | 15.3

Team B Roster (name | pos | proj):
D'Andre Swift | RB | 11.4
Brian Robinson Jr. | RB | 10.4
Raheem Mostert | RB | 3.3
James Conner | RB | 14.1
James Cook | RB | 14.2
Tyler Allgeier | RB | 5.6
Ray Davis | RB | 5.9
Kenneth Walker III | RB | 13.7
Chris Olave | WR | 10.9
Diontae Johnson | WR | 5.4
Ja'Marr Chase | WR | 19.5
Quentin Johnston | WR | 6.3
Noah Brown | WR | 4.3
Jordan Whittington | WR | 4.9
Marvin Harrison Jr. | WR | 13.3
Zay Flowers | WR | 13.1
Travis Kelce | TE | 11.0
Sam LaPorta | TE | 11.2
Juwan Johnson | TE | 5.6
Colston Loveland | TE | 7.8
Geno Smith | QB | 14.4
Caleb Williams | QB | 16.1
Bryce Young | QB | 15.5
Kyler Murray | QB | 18.5

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
