You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Kyle Monangai | RB | 2.4
Ray Davis | RB | 5.9
J.K. Dobbins | RB | 10.9
Jaydon Blue | RB | 5.3
Trey Benson | RB | 7.6
Jordan Mason | RB | 7.4
Jahmyr Gibbs | RB | 17.9
Dylan Sampson | RB | 6.0
Marvin Mims Jr. | WR | 9.2
Jaylen Waddle | WR | 11.7
DeAndre Hopkins | WR | 5.7
Garrett Wilson | WR | 12.6
Jameson Williams | WR | 12.6
Xavier Legette | WR | 7.4
Marquise Brown | WR | 10.1
Darnell Mooney | WR | 9.8
Colston Loveland | TE | 7.8
Tyler Higbee | TE | 6.7
Jake Ferguson | TE | 8.5
Tyler Warren | TE | 8.2
Bryce Young | QB | 15.5
Jalen Hurts | QB | 22.0
Trevor Lawrence | QB | 17.9
Brock Purdy | QB | 17.7

Team B Roster (name | pos | proj):
Jaylen Warren | RB | 11.0
Austin Ekeler | RB | 8.2
Jerome Ford | RB | 9.0
Travis Etienne Jr. | RB | 10.0
Brian Robinson Jr. | RB | 10.4
Kyren Williams | RB | 15.2
Jonathan Taylor | RB | 16.2
Woody Marks | RB | 3.3
Curtis Samuel | WR | 4.0
Keenan Allen | WR | 9.1
Mike Evans | WR | 14.6
DeMario Douglas | WR | 7.6
Ricky Pearsall | WR | 11.1
Michael Wilson | WR | 6.9
Rashod Bateman | WR | 8.5
Xavier Worthy | WR | 14.9
Isaiah Likely | TE | 5.5
Noah Fant | TE | 4.6
Pat Freiermuth | TE | 7.1
Ja'Tavion Sanders | TE | 6.0
Jordan Love | QB | 16.3
Kyler Murray | QB | 18.5
Anthony Richardson Sr. | QB | 13.8
Patrick Mahomes II | QB | 19.9

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
