You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Woody Marks | RB | 3.3
Omarion Hampton | RB | 14.0
Will Shipley | RB | 3.7
Kyren Williams | RB | 15.2
James Cook | RB | 14.2
TreVeyon Henderson | RB | 12.2
Christian McCaffrey | RB | 18.6
D'Andre Swift | RB | 11.4
DK Metcalf | WR | 12.7
Travis Hunter | WR | 12.7
Khalil Shakir | WR | 11.7
Tyler Lockett | WR | 6.0
Diontae Johnson | WR | 5.4
Garrett Wilson | WR | 12.6
Brian Thomas Jr. | WR | 16.0
Andrei Iosivas | WR | 4.2
Cole Kmet | TE | 3.9
Travis Kelce | TE | 11.0
Zach Ertz | TE | 8.1
Noah Fant | TE | 4.6
Geno Smith | QB | 14.4
Bo Nix | QB | 18.8
Josh Allen | QB | 21.8
J.J. McCarthy | QB | 16.7

Team B Roster (name | pos | proj):
Jonathan Taylor | RB | 16.2
Kendre Miller | RB | 3.5
Roschon Johnson | RB | 5.3
Dylan Sampson | RB | 6.0
Chuba Hubbard | RB | 13.8
Trey Benson | RB | 7.6
Blake Corum | RB | 2.4
J.K. Dobbins | RB | 10.9
Romeo Doubs | WR | 7.6
Justin Jefferson | WR | 18.4
Jalen McMillan | WR | 9.2
Rashod Bateman | WR | 8.5
Jayden Higgins | WR | 9.5
Keenan Allen | WR | 9.1
Stefon Diggs | WR | 10.6
Jakobi Meyers | WR | 11.5
Noah Gray | TE | 5.0
Tyler Higbee | TE | 6.7
Darren Waller | TE | 7.2
AJ Barner | TE | 4.7
Tua Tagovailoa | QB | 15.5
Cameron Ward | QB | 13.9
Patrick Mahomes II | QB | 19.9
Joe Burrow | QB | 20.0

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
