You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Quinshon Judkins | RB | 5.0
Woody Marks | RB | 3.3
Najee Harris | RB | 6.7
Kenneth Walker III | RB | 13.7
Jerome Ford | RB | 9.0
Jaydon Blue | RB | 5.3
Tyler Allgeier | RB | 5.6
Rhamondre Stevenson | RB | 10.3
Adonai Mitchell | WR | 5.1
Chris Godwin | WR | 4.8
Jaxon Smith-Njigba | WR | 13.8
Noah Brown | WR | 4.3
Jalen McMillan | WR | 9.2
Jameson Williams | WR | 12.6
Michael Wilson | WR | 6.9
Khalil Shakir | WR | 11.7
Dalton Kincaid | TE | 8.6
Kyle Pitts Sr. | TE | 8.0
Trey McBride | TE | 14.6
Mark Andrews | TE | 10.8
Joe Burrow | QB | 20.0
Drake Maye | QB | 17.1
Anthony Richardson Sr. | QB | 13.8
J.J. McCarthy | QB | 16.7

Team B Roster (name | pos | proj):
MarShawn Lloyd | RB | 3.3
Josh Jacobs | RB | 15.5
Aaron Jones Sr. | RB | 11.5
Tyrone Tracy Jr. | RB | 11.0
Kareem Hunt | RB | 4.8
Elijah Mitchell | RB | 2.7
Kendre Miller | RB | 3.5
TreVeyon Henderson | RB | 12.2
Marquise Brown | WR | 10.1
Cedric Tillman | WR | 8.2
Ja'Marr Chase | WR | 19.5
Jalen Tolbert | WR | 4.3
Courtland Sutton | WR | 12.9
Mike Evans | WR | 14.6
Jerry Jeudy | WR | 12.4
Keon Coleman | WR | 10.0
Pat Freiermuth | TE | 7.1
Brenton Strange | TE | 7.7
Travis Kelce | TE | 11.0
Ja'Tavion Sanders | TE | 6.0
Patrick Mahomes II | QB | 19.9
Tua Tagovailoa | QB | 15.5
Dak Prescott | QB | 16.4
Kenny Pickett | QB | 15.9

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
