You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Jaylen Warren | RB | 11.0
Trey Benson | RB | 7.6
Alvin Kamara | RB | 14.7
Miles Sanders | RB | 4.0
Tyler Allgeier | RB | 5.6
Cam Skattebo | RB | 7.8
Woody Marks | RB | 3.3
Derrick Henry | RB | 16.2
Marvin Mims Jr. | WR | 9.2
Marquez Valdes-Scantling | WR | 4.5
Adam Thielen | WR | 9.0
Marvin Harrison Jr. | WR | 13.3
Tutu Atwell | WR | 5.6
Nico Collins | WR | 15.9
Davante Adams | WR | 13.4
Jalen Tolbert | WR | 4.3
AJ Barner | TE | 4.7
Jonnu Smith | TE | 6.8
Noah Fant | TE | 4.6
Mike Gesicki | TE | 7.1
Geno Smith | QB | 14.4
Josh Allen | QB | 21.8
C.J. Stroud | QB | 16.2
Trevor Lawrence | QB | 17.9

Team B Roster (name | pos | proj):
Chuba Hubbard | RB | 13.8
Nick Chubb | RB | 4.7
Bijan Robinson | RB | 18.5
Kyren Williams | RB | 15.2
TreVeyon Henderson | RB | 12.2
Christian McCaffrey | RB | 18.6
Isaac Guerendo | RB | 4.2
Rachaad White | RB | 8.1
Quentin Johnston | WR | 6.3
Jameson Williams | WR | 12.6
Luther Burden III | WR | 7.8
Stefon Diggs | WR | 10.6
KaVontae Turpin | WR | 4.2
Tyler Lockett | WR | 6.0
Chris Olave | WR | 10.9
DK Metcalf | WR | 12.7
Tyler Higbee | TE | 6.7
Juwan Johnson | TE | 5.6
Cole Kmet | TE | 3.9
Hunter Henry | TE | 8.3
Russell Wilson | QB | 15.4
Bo Nix | QB | 18.8
Drake Maye | QB | 17.1
Kenny Pickett | QB | 15.9

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
