You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Nick Chubb | RB | 4.7
Brian Robinson Jr. | RB | 10.4
Jaylen Wright | RB | 5.0
Kyren Williams | RB | 15.2
Jaylen Warren | RB | 11.0
De'Von Achane | RB | 17.1
Raheem Mostert | RB | 3.3
Tyler Allgeier | RB | 5.6
Jayden Higgins | WR | 9.5
Ray-Ray McCloud III | WR | 5.1
Davante Adams | WR | 13.4
DeVonta Smith | WR | 13.0
Terry McLaurin | WR | 14.3
Quentin Johnston | WR | 6.3
Emeka Egbuka | WR | 10.6
Wan'Dale Robinson | WR | 8.5
Zach Ertz | TE | 8.1
Tyler Higbee | TE | 6.7
Travis Kelce | TE | 11.0
Michael Mayer | TE | 4.0
Justin Herbert | QB | 16.6
Justin Fields | QB | 15.8
Jared Goff | QB | 16.2
Josh Allen | QB | 21.8

Team B Roster (name | pos | proj):
Derrick Henry | RB | 16.2
Braelon Allen | RB | 4.2
Kyle Monangai | RB | 2.4
Breece Hall | RB | 12.7
Blake Corum | RB | 2.4
Samaje Perine | RB | 3.5
David Montgomery | RB | 11.5
Ty Johnson | RB | 4.2
KaVontae Turpin | WR | 4.2
Matthew Golden | WR | 11.6
Marquise Brown | WR | 10.1
Brandin Cooks | WR | 5.4
Jalen Royals | WR | 4.1
DeMario Douglas | WR | 7.6
CeeDee Lamb | WR | 17.4
Josh Reynolds | WR | 6.1
Brock Bowers | TE | 14.4
Mason Taylor | TE | 7.0
Cole Kmet | TE | 3.9
Jake Ferguson | TE | 8.5
Kyler Murray | QB | 18.5
J.J. McCarthy | QB | 16.7
Matthew Stafford | QB | 15.3
Cameron Ward | QB | 13.9

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
