You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Ty Johnson | RB | 4.2
Bucky Irving | RB | 16.3
Chuba Hubbard | RB | 13.8
Isaac Guerendo | RB | 4.2
James Cook | RB | 14.2
Alvin Kamara | RB | 14.7
Kyren Williams | RB | 15.2
Javonte Williams | RB | 8.8
Luther Burden III | WR | 7.8
Chris Olave | WR | 10.9
Rome Odunze | WR | 11.6
Drake London | WR | 15.2
Michael Pittman Jr. | WR | 10.3
Jalen McMillan | WR | 9.2
Deebo Samuel Sr. | WR | 11.5
Amon-Ra St. Brown | WR | 16.9
Jake Ferguson | TE | 8.5
George Kittle | TE | 13.2
Mason Taylor | TE | 7.0
Travis Kelce | TE | 11.0
Michael Penix Jr. | QB | 15.2
Lamar Jackson | QB | 21.6
Justin Fields | QB | 15.8
Bryce Young | QB | 15.5

Team B Roster (name | pos | proj):
Braelon Allen | RB | 4.2
TreVeyon Henderson | RB | 12.2
Travis Etienne Jr. | RB | 10.0
Bhayshul Tuten | RB | 4.9
D'Andre Swift | RB | 11.4
Jerome Ford | RB | 9.0
Kyle Monangai | RB | 2.4
Omarion Hampton | RB | 14.0
Marvin Harrison Jr. | WR | 13.3
Josh Reynolds | WR | 6.1
Jordan Whittington | WR | 4.9
Ray-Ray McCloud III | WR | 5.1
Dyami Brown | WR | 6.7
Keon Coleman | WR | 10.0
Greg Dortch | WR | 3.9
Xavier Worthy | WR | 14.9
Isaiah Likely | TE | 5.5
Noah Fant | TE | 4.6
Elijah Arroyo | TE | 6.4
Darren Waller | TE | 7.2
Jalen Hurts | QB | 22.0
Tua Tagovailoa | QB | 15.5
J.J. McCarthy | QB | 16.7
Geno Smith | QB | 14.4

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
