You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Chase Brown | RB | 15.4
Chuba Hubbard | RB | 13.8
Rhamondre Stevenson | RB | 10.3
De'Von Achane | RB | 17.1
RJ Harvey | RB | 11.8
James Cook | RB | 14.2
Ray Davis | RB | 5.9
D'Andre Swift | RB | 11.4
Cooper Kupp | WR | 11.1
Xavier Legette | WR | 7.4
Michael Wilson | WR | 6.9
Christian Kirk | WR | 7.8
Matthew Golden | WR | 11.6
Tyreek Hill | WR | 14.7
Michael Pittman Jr. | WR | 10.3
Jayden Reed | WR | 11.0
George Kittle | TE | 13.2
Mark Andrews | TE | 10.8
Juwan Johnson | TE | 5.6
Noah Gray | TE | 5.0
Drake Maye | QB | 17.1
Tua Tagovailoa | QB | 15.5
Jordan Love | QB | 16.3
Sam Darnold | QB | 15.3

Team B Roster (name | pos | proj):
Josh Jacobs | RB | 15.5
Roschon Johnson | RB | 5.3
Kendre Miller | RB | 3.5
Elijah Mitchell | RB | 2.7
Bhayshul Tuten | RB | 4.9
Rachaad White | RB | 8.1
Saquon Barkley | RB | 19.3
Blake Corum | RB | 2.4
Nico Collins | WR | 15.9
Dyami Brown | WR | 6.7
Quentin Johnston | WR | 6.3
Jerry Jeudy | WR | 12.4
Brian Thomas Jr. | WR | 16.0
Tyler Lockett | WR | 6.0
Malik Nabers | WR | 16.7
Calvin Austin III | WR | 5.5
Michael Mayer | TE | 4.0
Hunter Henry | TE | 8.3
Kyle Pitts Sr. | TE | 8.0
Colston Loveland | TE | 7.8
Kenny Pickett | QB | 15.9
Lamar Jackson | QB | 21.6
Dak Prescott | QB | 16.4
Justin Fields | QB | 15.8

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
