You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Brian Robinson Jr. | RB | 10.4
Blake Corum | RB | 2.4
RJ Harvey | RB | 11.8
Cam Skattebo | RB | 7.8
Kyren Williams | RB | 15.2
James Cook | RB | 14.2
Kendre Miller | RB | 3.5
Jerome Ford | RB | 9.0
Cooper Kupp | WR | 11.1
Allen Lazard | WR | 4.4
DeMario Douglas | WR | 7.6
Puka Nacua | WR | 16.9
Ricky Pearsall | WR | 11.1
Calvin Austin III | WR | 5.5
Kyle Williams | WR | 6.6
Andrei Iosivas | WR | 4.2
Mason Taylor | TE | 7.0
Cole Kmet | TE | 3.9
Tyler Warren | TE | 8.2
Dalton Kincaid | TE | 8.6
Joe Burrow | QB | 20.0
Geno Smith | QB | 14.4
Trevor Lawrence | QB | 17.9
Cameron Ward | QB | 13.9

Team B Roster (name | pos | proj):
Travis Etienne Jr. | RB | 10.0
Tank Bigsby | RB | 7.4
Rhamondre Stevenson | RB | 10.3
Breece Hall | RB | 12.7
Will Shipley | RB | 3.7
D'Andre Swift | RB | 11.4
Kenneth Walker III | RB | 13.7
Ray Davis | RB | 5.9
Mike Evans | WR | 14.6
Tre' Harris | WR | 6.7
Emeka Egbuka | WR | 10.6
Luther Burden III | WR | 7.8
Jauan Jennings | WR | 12.2
Jalen Nailor | WR | 6.6
CeeDee Lamb | WR | 17.4
Jaylin Noel | WR | 4.8
Dallas Goedert | TE | 9.2
Noah Fant | TE | 4.6
Tucker Kraft | TE | 8.8
Brock Bowers | TE | 14.4
Michael Penix Jr. | QB | 15.2
C.J. Stroud | QB | 16.2
Caleb Williams | QB | 16.1
Jared Goff | QB | 16.2

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
