You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Bucky Irving | RB | 16.3
Jaylen Wright | RB | 5.0
Raheem Mostert | RB | 3.3
Tyjae Spears | RB | 7.5
Jaydon Blue | RB | 5.3
Tony Pollard | RB | 10.4
Miles Sanders | RB | 4.0
Kenneth Walker III | RB | 13.7
Tre' Harris | WR | 6.7
Justin Jefferson | WR | 18.4
Emeka Egbuka | WR | 10.6
Davante Adams | WR | 13.4
Alec Pierce | WR | 5.8
Cooper Kupp | WR | 11.1
Curtis Samuel | WR | 4.0
Jalen Royals | WR | 4.1
Ja'Tavion Sanders | TE | 6.0
Will Dissly | TE | 4.1
Michael Mayer | TE | 4.0
Mason Taylor | TE | 7.0
Lamar Jackson | QB | 21.6
Bryce Young | QB | 15.5
Sam Darnold | QB | 15.3
Jordan Love | QB | 16.3

Team B Roster (name | pos | proj):
Tank Bigsby | RB | 7.4
Travis Etienne Jr. | RB | 10.0
Kyren Williams | RB | 15.2
Omarion Hampton | RB | 14.0
Jordan Mason | RB | 7.4
Justice Hill | RB | 6.1
Isiah Pacheco | RB | 11.5
Saquon Barkley | RB | 19.3
Diontae Johnson | WR | 5.4
Matthew Golden | WR | 11.6
Jerry Jeudy | WR | 12.4
Jaxon Smith-Njigba | WR | 13.8
Amon-Ra St. Brown | WR | 16.9
Travis Hunter | WR | 12.7
Marquise Brown | WR | 10.1
Malik Nabers | WR | 16.7
Hunter Henry | TE | 8.3
Jonnu Smith | TE | 6.8
Tucker Kraft | TE | 8.8
Elijah Arroyo | TE | 6.4
Josh Allen | QB | 21.8
Justin Herbert | QB | 16.6
Drake Maye | QB | 17.1
Kyler Murray | QB | 18.5

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
