You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
MarShawn Lloyd | RB | 3.3
Chuba Hubbard | RB | 13.8
Aaron Jones Sr. | RB | 11.5
Javonte Williams | RB | 8.8
Cam Skattebo | RB | 7.8
De'Von Achane | RB | 17.1
Jaylen Warren | RB | 11.0
Tony Pollard | RB | 10.4
Tre' Harris | WR | 6.7
Jauan Jennings | WR | 12.2
Marquise Brown | WR | 10.1
Jordan Whittington | WR | 4.9
Nico Collins | WR | 15.9
Marvin Mims Jr. | WR | 9.2
Nick Westbrook-Ikhine | WR | 5.5
Rashee Rice | WR | 6.7
Pat Freiermuth | TE | 7.1
Tyler Warren | TE | 8.2
David Njoku | TE | 10.6
Cade Otton | TE | 7.7
Lamar Jackson | QB | 21.6
Sam Darnold | QB | 15.3
Anthony Richardson Sr. | QB | 13.8
Kenny Pickett | QB | 15.9

Team B Roster (name | pos | proj):
Jordan Mason | RB | 7.4
Jaylen Wright | RB | 5.0
Ray Davis | RB | 5.9
Elijah Mitchell | RB | 2.7
Chase Brown | RB | 15.4
Tyjae Spears | RB | 7.5
Kareem Hunt | RB | 4.8
Braelon Allen | RB | 4.2
Quentin Johnston | WR | 6.3
Troy Franklin | WR | 4.0
Jalen McMillan | WR | 9.2
Josh Reynolds | WR | 6.1
Cooper Kupp | WR | 11.1
Jayden Higgins | WR | 9.5
Demarcus Robinson | WR | 4.9
Amon-Ra St. Brown | WR | 16.9
Michael Mayer | TE | 4.0
Jonnu Smith | TE | 6.8
Dalton Kincaid | TE | 8.6
Ja'Tavion Sanders | TE | 6.0
J.J. McCarthy | QB | 16.7
Cameron Ward | QB | 13.9
Matthew Stafford | QB | 15.3
Patrick Mahomes II | QB | 19.9

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
