You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Javonte Williams | RB | 8.8
Kendre Miller | RB | 3.5
Najee Harris | RB | 6.7
Justice Hill | RB | 6.1
Samaje Perine | RB | 3.5
Quinshon Judkins | RB | 5.0
Rhamondre Stevenson | RB | 10.3
Alvin Kamara | RB | 14.7
Jordan Whittington | WR | 4.9
Cooper Kupp | WR | 11.1
Travis Hunter | WR | 12.7
DK Metcalf | WR | 12.7
Joshua Palmer | WR | 7.6
Marvin Harrison Jr. | WR | 13.3
Wan'Dale Robinson | WR | 8.5
Calvin Austin III | WR | 5.5
Elijah Arroyo | TE | 6.4
Chig Okonkwo | TE | 7.0
Tyler Higbee | TE | 6.7
Jake Ferguson | TE | 8.5
Jordan Love | QB | 16.3
Russell Wilson | QB | 15.4
Jared Goff | QB | 16.2
Anthony Richardson Sr. | QB | 13.8

Team B Roster (name | pos | proj):
Rachaad White | RB | 8.1
Elijah Mitchell | RB | 2.7
Rico Dowdle | RB | 5.1
Saquon Barkley | RB | 19.3
Isiah Pacheco | RB | 11.5
RJ Harvey | RB | 11.8
Jahmyr Gibbs | RB | 17.9
Omarion Hampton | RB | 14.0
Jameson Williams | WR | 12.6
Jaylin Noel | WR | 4.8
Pat Bryant | WR | 4.5
Chris Godwin | WR | 4.8
Drake London | WR | 15.2
CeeDee Lamb | WR | 17.4
Jalen Coker | WR | 5.0
DeVonta Smith | WR | 13.0
Jonnu Smith | TE | 6.8
Brenton Strange | TE | 7.7
Trey McBride | TE | 14.6
Noah Fant | TE | 4.6
Drake Maye | QB | 17.1
Cameron Ward | QB | 13.9
Joe Burrow | QB | 20.0
J.J. McCarthy | QB | 16.7

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
