You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Ray Davis | RB | 5.9
Derrick Henry | RB | 16.2
Omarion Hampton | RB | 14.0
Cam Skattebo | RB | 7.8
Raheem Mostert | RB | 3.3
Dylan Sampson | RB | 6.0
Tyrone Tracy Jr. | RB | 11.0
Ashton Jeanty | RB | 15.5
DJ Moore | WR | 13.1
Christian Kirk | WR | 7.8
Greg Dortch | WR | 3.9
Jalen Royals | WR | 4.1
Curtis Samuel | WR | 4.0
Darius Slayton | WR | 6.6
Rome Odunze | WR | 11.6
Adonai Mitchell | WR | 5.1
George Kittle | TE | 13.2
Zach Ertz | TE | 8.1
Dalton Kincaid | TE | 8.6
Tyler Warren | TE | 8.2
Jayden Daniels | QB | 21.4
Tua Tagovailoa | QB | 15.5
J.J. McCarthy | QB | 16.7
Kyler Murray | QB | 18.5

Team B Roster (name | pos | proj):
Tyjae Spears | RB | 7.5
Breece Hall | RB | 12.7
Saquon Barkley | RB | 19.3
Braelon Allen | RB | 4.2
De'Von Achane | RB | 17.1
Isiah Pacheco | RB | 11.5
Bucky Irving | RB | 16.3
D'Andre Swift | RB | 11.4
KaVontae Turpin | WR | 4.2
Jameson Williams | WR | 12.6
Andrei Iosivas | WR | 4.2
Jaylin Noel | WR | 4.8
Michael Pittman Jr. | WR | 10.3
Jakobi Meyers | WR | 11.5
Marquez Valdes-Scantling | WR | 4.5
Diontae Johnson | WR | 5.4
Cade Otton | TE | 7.7
AJ Barner | TE | 4.7
Isaiah Likely | TE | 5.5
Tyler Higbee | TE | 6.7
Bo Nix | QB | 18.8
Russell Wilson | QB | 15.4
Bryce Young | QB | 15.5
Sam Darnold | QB | 15.3

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
