You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Samaje Perine | RB | 3.5
Bucky Irving | RB | 16.3
Tyrone Tracy Jr. | RB | 11.0
Ty Johnson | RB | 4.2
Ashton Jeanty | RB | 15.5
Rhamondre Stevenson | RB | 10.3
RJ Harvey | RB | 11.8
Bhayshul Tuten | RB | 4.9
Tutu Atwell | WR | 5.6
Nico Collins | WR | 15.9
Jalen Royals | WR | 4.1
Jauan Jennings | WR | 12.2
Michael Wilson | WR | 6.9
Jameson Williams | WR | 12.6
Tyreek Hill | WR | 14.7
Rashee Rice | WR | 6.7
Hunter Henry | TE | 8.3
Zach Ertz | TE | 8.1
Jonnu Smith | TE | 6.8
Mark Andrews | TE | 10.8
Jared Goff | QB | 16.2
Kyler Murray | QB | 18.5
Jordan Love | QB | 16.3
Geno Smith | QB | 14.4

Team B Roster (name | pos | proj):
Chase Brown | RB | 15.4
Quinshon Judkins | RB | 5.0
Miles Sanders | RB | 4.0
Justice Hill | RB | 6.1
Najee Harris | RB | 6.7
J.K. Dobbins | RB | 10.9
Jonathan Taylor | RB | 16.2
Braelon Allen | RB | 4.2
Jakobi Meyers | WR | 11.5
Jalen Nailor | WR | 6.6
Rashid Shaheed | WR | 9.8
Ja'Marr Chase | WR | 19.5
Pat Bryant | WR | 4.5
Brandin Cooks | WR | 5.4
DeAndre Hopkins | WR | 5.7
Adonai Mitchell | WR | 5.1
Tucker Kraft | TE | 8.8
George Kittle | TE | 13.2
Jake Ferguson | TE | 8.5
Juwan Johnson | TE | 5.6
Michael Penix Jr. | QB | 15.2
Josh Allen | QB | 21.8
Joe Burrow | QB | 20.0
C.J. Stroud | QB | 16.2

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
