You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Chuba Hubbard | RB | 13.8
Dylan Sampson | RB | 6.0
Zach Charbonnet | RB | 8.0
David Montgomery | RB | 11.5
Elijah Mitchell | RB | 2.7
Kendre Miller | RB | 3.5
Isiah Pacheco | RB | 11.5
Kareem Hunt | RB | 4.8
Chris Olave | WR | 10.9
Romeo Doubs | WR | 7.6
Matthew Golden | WR | 11.6
Keenan Allen | WR | 9.1
Nico Collins | WR | 15.9
Michael Wilson | WR | 6.9
Adonai Mitchell | WR | 5.1
Quentin Johnston | WR | 6.3
AJ Barner | TE | 4.7
Tyler Higbee | TE | 6.7
Zach Ertz | TE | 8.1
Mason Taylor | TE | 7.0
Justin Fields | QB | 15.8
Sam Darnold | QB | 15.3
Michael Penix Jr. | QB | 15.2
Patrick Mahomes II | QB | 19.9

Team B Roster (name | pos | proj):
Rhamondre Stevenson | RB | 10.3
Blake Corum | RB | 2.4
Travis Etienne Jr. | RB | 10.0
Cam Skattebo | RB | 7.8
Justice Hill | RB | 6.1
Breece Hall | RB | 12.7
Christian McCaffrey | RB | 18.6
James Cook | RB | 14.2
Rashid Shaheed | WR | 9.8
Allen Lazard | WR | 4.4
Ladd McConkey | WR | 14.6
Jerry Jeudy | WR | 12.4
Rome Odunze | WR | 11.6
George Pickens | WR | 12.1
Puka Nacua | WR | 16.9
Jaylin Noel | WR | 4.8
Cade Otton | TE | 7.7
Cole Kmet | TE | 3.9
Tyler Warren | TE | 8.2
Will Dissly | TE | 4.1
Josh Allen | QB | 21.8
Jalen Hurts | QB | 22.0
Caleb Williams | QB | 16.1
C.J. Stroud | QB | 16.2

Task: Your goal is to improve Team A while proposing a trade that Team B is likely to accept. Explicitly consider Team B's needs and incentives before proposing. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
