You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Rico Dowdle | RB | 5.1
Jaylen Warren | RB | 11.0
Rachaad White | RB | 8.1
Trey Benson | RB | 7.6
Aaron Jones Sr. | RB | 11.5
Will Shipley | RB | 3.7
Miles Sanders | RB | 4.0
Woody Marks | RB | 3.3
A.J. Brown | WR | 15.7
Drake London | WR | 15.2
Tyler Lockett | WR | 6.0
Quentin Johnston | WR | 6.3
DeMario Douglas | WR | 7.6
Josh Downs | WR | 9.9
Terry McLaurin | WR | 14.3
Deebo Samuel Sr. | WR | 11.5
Travis Kelce | TE | 11.0
Kyle Pitts Sr. | TE | 8.0
Elijah Arroyo | TE | 6.4
Cole Kmet | TE | 3.9
Bryce Young | QB | 15.5
Jalen Hurts | QB | 22.0
Baker Mayfield | QB | 19.2
Brock Purdy | QB | 17.7

Team B Roster (name | pos | proj):
Blake Corum | RB | 2.4
Rhamondre Stevenson | RB | 10.3
James Conner | RB | 14.1
TreVeyon Henderson | RB | 12.2
Chuba Hubbard | RB | 13.8
Saquon Barkley | RB | 19.3
Tyrone Tracy Jr. | RB | 11.0
De'Von Achane | RB | 17.1
Adam Thielen | WR | 9.0
Mike Evans | WR | 14.6
Chris Godwin | WR | 4.8
Jordan Whittington | WR | 4.9
Christian Kirk | WR | 7.8
Stefon Diggs | WR | 10.6
Justin Jefferson | WR | 18.4
KaVontae Turpin | WR | 4.2
Isaiah Likely | TE | 5.5
Noah Gray | TE | 5.0
Dallas Goedert | TE | 9.2
Mason Taylor | TE | 7.0
Kenny Pickett | QB | 15.9
Geno Smith | QB | 14.4
Matthew Stafford | QB | 15.3
Anthony Richardson Sr. | QB | 13.8

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
