You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Bucky Irving | RB | 16.3
Tank Bigsby | RB | 7.4
Kenneth Walker III | RB | 13.7
Raheem Mostert | RB | 3.3
Nick Chubb | RB | 4.7
RJ Harvey | RB | 11.8
Zach Charbonnet | RB | 8.0
Alvin Kamara | RB | 14.7
Rome Odunze | WR | 11.6
Deebo Samuel Sr. | WR | 11.5
Courtland Sutton | WR | 12.9
Josh Reynolds | WR | 6.1
Jayden Higgins | WR | 9.5
Christian Kirk | WR | 7.8
Pat Bryant | WR | 4.5
Marquise Brown | WR | 10.1
Colston Loveland | TE | 7.8
Hunter Henry | TE | 8.3
Darren Waller | TE | 7.2
Sam LaPorta | TE | 11.2
J.J. McCarthy | QB | 16.7
Lamar Jackson | QB | 21.6
Joe Burrow | QB | 20.0
Kyler Murray | QB | 18.5

Team B Roster (name | pos | proj):
Ashton Jeanty | RB | 15.5
Roschon Johnson | RB | 5.3
Miles Sanders | RB | 4.0
Bijan Robinson | RB | 18.5
Ray Davis | RB | 5.9
Kyren Williams | RB | 15.2
Derrick Henry | RB | 16.2
Justice Hill | RB | 6.1
DJ Moore | WR | 13.1
Ja'Marr Chase | WR | 19.5
Nick Westbrook-Ikhine | WR | 5.5
DeVonta Smith | WR | 13.0
Brian Thomas Jr. | WR | 16.0
Rashee Rice | WR | 6.7
Chris Olave | WR | 10.9
Jaylin Noel | WR | 4.8
T.J. Hockenson | TE | 10.7
Tucker Kraft | TE | 8.8
Dalton Schultz | TE | 7.0
Chig Okonkwo | TE | 7.0
Jared Goff | QB | 16.2
Sam Darnold | QB | 15.3
Justin Herbert | QB | 16.6
Bryce Young | QB | 15.5

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
