You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Bhayshul Tuten | RB | 4.9
Nick Chubb | RB | 4.7
De'Von Achane | RB | 17.1
Tank Bigsby | RB | 7.4
James Conner | RB | 14.1
Jonathan Taylor | RB | 16.2
Raheem Mostert | RB | 3.3
Kaleb Johnson | RB | 10.7
Xavier Worthy | WR | 14.9
Cedric Tillman | WR | 8.2
Michael Wilson | WR | 6.9
Noah Brown | WR | 4.3
Rome Odunze | WR | 11.6
Josh Reynolds | WR | 6.1
Adonai Mitchell | WR | 5.1
Keenan Allen | WR | 9.1
Noah Fant | TE | 4.6
Travis Kelce | TE | 11.0
T.J. Hockenson | TE | 10.7
Kyle Pitts Sr. | TE | 8.0
Bryce Young | QB | 15.5
Dak Prescott | QB | 16.4
Matthew Stafford | QB | 15.3
Baker Mayfield | QB | 19.2

Team B Roster (name | pos | proj):
Tyjae Spears | RB | 7.5
Quinshon Judkins | RB | 5.0
TreVeyon Henderson | RB | 12.2
Aaron Jones Sr. | RB | 11.5
Jahmyr Gibbs | RB | 17.9
James Cook | RB | 14.2
Justice Hill | RB | 6.1
Brian Robinson Jr. | RB | 10.4
Tyler Lockett | WR | 6.0
Ricky Pearsall | WR | 11.1
Terry McLaurin | WR | 14.3
Brian Thomas Jr. | WR | 16.0
Ray-Ray McCloud III | WR | 5.1
Alec Pierce | WR | 5.8
Justin Jefferson | WR | 18.4
Tetairoa McMillan | WR | 12.4
Chig Okonkwo | TE | 7.0
Mike Gesicki | TE | 7.1
Pat Freiermuth | TE | 7.1
Dallas Goedert | TE | 9.2
Michael Penix Jr. | QB | 15.2
Cameron Ward | QB | 13.9
Trevor Lawrence | QB | 17.9
Justin Fields | QB | 15.8

Task: Your goal is to improve Team A while proposing a trade that Team B is likely to accept. Explicitly consider Team B's needs and incentives before proposing. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
