You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
MarShawn Lloyd | RB | 3.3
Najee Harris | RB | 6.7
Alvin Kamara | RB | 14.7
Rico Dowdle | RB | 5.1
Saquon Barkley | RB | 19.3
Jordan Mason | RB | 7.4
Dylan Sampson | RB | 6.0
Jaydon Blue | RB | 5.3
Jameson Williams | WR | 12.6
Brian Thomas Jr. | WR | 16.0
DK Metcalf | WR | 12.7
Darius Slayton | WR | 6.6
Darnell Mooney | WR | 9.8
Michael Wilson | WR | 6.9
Jalen Coker | WR | 5.0
Rome Odunze | WR | 11.6
Travis Kelce | TE | 11.0
Isaiah Likely | TE | 5.5
Cole Kmet | TE | 3.9
Will Dissly | TE | 4.1
Cameron Ward | QB | 13.9
Bryce Young | QB | 15.5
Jalen Hurts | QB | 22.0
Russell Wilson | QB | 15.4

Team B Roster (name | pos | proj):
David Montgomery | RB | 11.5
Braelon Allen | RB | 4.2
D'Andre Swift | RB | 11.4
Josh Jacobs | RB | 15.5
Jahmyr Gibbs | RB | 17.9
Kaleb Johnson | RB | 10.7
Ray Davis | RB | 5.9
Joe Mixon | RB | 8.9
Luther Burden III | WR | 7.8
Jalen Tolbert | WR | 4.3
Alec Pierce | WR | 5.8
DeAndre Hopkins | WR | 5.7
Tyreek Hill | WR | 14.7
Khalil Shakir | WR | 11.7
KaVontae Turpin | WR | 4.2
Justin Jefferson | WR | 18.4
Sam LaPorta | TE | 11.2
Zach Ertz | TE | 8.1
Trey McBride | TE | 14.6
Tyler Conklin | TE | 4.9
Bo Nix | QB | 18.8
Josh Allen | QB | 21.8
Jordan Love | QB | 16.3
Brock Purdy | QB | 17.7

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
