You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Brian Robinson Jr. | RB | 10.4
Samaje Perine | RB | 3.5
Kareem Hunt | RB | 4.8
Tony Pollard | RB | 10.4
De'Von Achane | RB | 17.1
Chase Brown | RB | 15.4
J.K. Dobbins | RB | 10.9
Breece Hall | RB | 12.7
Luther Burden III | WR | 7.8
Malik Nabers | WR | 16.7
Curtis Samuel | WR | 4.0
Keon Coleman | WR | 10.0
Tre' Harris | WR | 6.7
Jakobi Meyers | WR | 11.5
Nick Westbrook-Ikhine | WR | 5.5
Jameson Williams | WR | 12.6
Colston Loveland | TE | 7.8
George Kittle | TE | 13.2
Juwan Johnson | TE | 5.6
Cole Kmet | TE | 3.9
Drake Maye | QB | 17.1
Joe Burrow | QB | 20.0
Sam Darnold | QB | 15.3
Trevor Lawrence | QB | 17.9

Team B Roster (name | pos | proj):
James Conner | RB | 14.1
Tyjae Spears | RB | 7.5
Trey Benson | RB | 7.6
Aaron Jones Sr. | RB | 11.5
Tank Bigsby | RB | 7.4
Zach Charbonnet | RB | 8.0
Kyle Monangai | RB | 2.4
Isiah Pacheco | RB | 11.5
Greg Dortch | WR | 3.9
Darius Slayton | WR | 6.6
Brian Thomas Jr. | WR | 16.0
Chris Godwin | WR | 4.8
Jauan Jennings | WR | 12.2
Calvin Ridley | WR | 11.8
Emeka Egbuka | WR | 10.6
Kyle Williams | WR | 6.6
Tyler Conklin | TE | 4.9
Theo Johnson | TE | 6.9
Tucker Kraft | TE | 8.8
Mike Gesicki | TE | 7.1
Patrick Mahomes II | QB | 19.9
Brock Purdy | QB | 17.7
C.J. Stroud | QB | 16.2
Jared Goff | QB | 16.2

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
