You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Samaje Perine | RB | 3.5
Travis Etienne Jr. | RB | 10.0
Bucky Irving | RB | 16.3
D'Andre Swift | RB | 11.4
David Montgomery | RB | 11.5
Austin Ekeler | RB | 8.2
Kendre Miller | RB | 3.5
Trey Benson | RB | 7.6
Rome Odunze | WR | 11.6
Chris Olave | WR | 10.9
Josh Reynolds | WR | 6.1
Rashee Rice | WR | 6.7
DeMario Douglas | WR | 7.6
Tutu Atwell | WR | 5.6
Travis Hunter | WR | 12.7
DeAndre Hopkins | WR | 5.7
Colston Loveland | TE | 7.8
Jonnu Smith | TE | 6.8
Brock Bowers | TE | 14.4
Juwan Johnson | TE | 5.6
Kyler Murray | QB | 18.5
Michael Penix Jr. | QB | 15.2
Anthony Richardson Sr. | QB | 13.8
Jayden Daniels | QB | 21.4

Team B Roster (name | pos | proj):
Kaleb Johnson | RB | 10.7
Zach Charbonnet | RB | 8.0
Rhamondre Stevenson | RB | 10.3
Josh Jacobs | RB | 15.5
Woody Marks | RB | 3.3
Quinshon Judkins | RB | 5.0
Will Shipley | RB | 3.7
RJ Harvey | RB | 11.8
Rashid Shaheed | WR | 9.8
Christian Kirk | WR | 7.8
Dyami Brown | WR | 6.7
Jerry Jeudy | WR | 12.4
Zay Flowers | WR | 13.1
Tee Higgins | WR | 14.4
Marvin Mims Jr. | WR | 9.2
Romeo Doubs | WR | 7.6
Jake Ferguson | TE | 8.5
Tyler Higbee | TE | 6.7
Kyle Pitts Sr. | TE | 8.0
AJ Barner | TE | 4.7
Josh Allen | QB | 21.8
Jordan Love | QB | 16.3
Matthew Stafford | QB | 15.3
Geno Smith | QB | 14.4

Task: Your goal is to improve Team A while proposing a trade that Team B is likely to accept. Explicitly consider Team B's needs and incentives before proposing. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
