You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Javonte Williams | RB | 8.8
Ray Davis | RB | 5.9
Kaleb Johnson | RB | 10.7
D'Andre Swift | RB | 11.4
Braelon Allen | RB | 4.2
Breece Hall | RB | 12.7
Tyrone Tracy Jr. | RB | 11.0
Dylan Sampson | RB | 6.0
Adonai Mitchell | WR | 5.1
Mike Evans | WR | 14.6
Dyami Brown | WR | 6.7
Jalen Royals | WR | 4.1
Justin Jefferson | WR | 18.4
Joshua Palmer | WR | 7.6
Tyler Lockett | WR | 6.0
Travis Hunter | WR | 12.7
Cade Otton | TE | 7.7
T.J. Hockenson | TE | 10.7
Evan Engram | TE | 9.7
Ja'Tavion Sanders | TE | 6.0
Justin Fields | QB | 15.8
Trevor Lawrence | QB | 17.9
Drake Maye | QB | 17.1
Bo Nix | QB | 18.8

Team B Roster (name | pos | proj):
Chase Brown | RB | 15.4
David Montgomery | RB | 11.5
Blake Corum | RB | 2.4
Derrick Henry | RB | 16.2
Brian Robinson Jr. | RB | 10.4
De'Von Achane | RB | 17.1
Najee Harris | RB | 6.7
Saquon Barkley | RB | 19.3
Marquise Brown | WR | 10.1
Ricky Pearsall | WR | 11.1
Tetairoa McMillan | WR | 12.4
Wan'Dale Robinson | WR | 8.5
Malik Nabers | WR | 16.7
DeMario Douglas | WR | 7.6
Christian Kirk | WR | 7.8
Brandin Cooks | WR | 5.4
Tyler Higbee | TE | 6.7
Isaiah Likely | TE | 5.5
Noah Gray | TE | 5.0
Juwan Johnson | TE | 5.6
Anthony Richardson Sr. | QB | 13.8
Lamar Jackson | QB | 21.6
Matthew Stafford | QB | 15.3
Tua Tagovailoa | QB | 15.5

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
