You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Kareem Hunt | RB | 4.8
Quinshon Judkins | RB | 5.0
Josh Jacobs | RB | 15.5
Jordan Mason | RB | 7.4
Jaylen Warren | RB | 11.0
Javonte Williams | RB | 8.8
Brian Robinson Jr. | RB | 10.4
Braelon Allen | RB | 4.2
Matthew Golden | WR | 11.6
Josh Downs | WR | 9.9
Allen Lazard | WR | 4.4
Jordan Whittington | WR | 4.9
Tyreek Hill | WR | 14.7
Cooper Kupp | WR | 11.1
Travis Hunter | WR | 12.7
Ja'Marr Chase | WR | 19.5
Darren Waller | TE | 7.2
Noah Gray | TE | 5.0
Dallas Goedert | TE | 9.2
Juwan Johnson | TE | 5.6
Cameron Ward | QB | 13.9
Jayden Daniels | QB | 21.4
Brock Purdy | QB | 17.7
Jared Goff | QB | 16.2

Team B Roster (name | pos | proj):
Isaac Guerendo | RB | 4.2
Kyren Williams | RB | 15.2
J.K. Dobbins | RB | 10.9
Kenneth Walker III | RB | 13.7
Dylan Sampson | RB | 6.0
Rico Dowdle | RB | 5.1
Ashton Jeanty | RB | 15.5
James Cook | RB | 14.2
Davante Adams | WR | 13.4
Rashod Bateman | WR | 8.5
Jack Bech | WR | 7.3
Troy Franklin | WR | 4.0
Jauan Jennings | WR | 12.2
Emeka Egbuka | WR | 10.6
KaVontae Turpin | WR | 4.2
Tre' Harris | WR | 6.7
Cade Otton | TE | 7.7
Tucker Kraft | TE | 8.8
Mark Andrews | TE | 10.8
George Kittle | TE | 13.2
Dak Prescott | QB | 16.4
Joe Burrow | QB | 20.0
Geno Smith | QB | 14.4
Kenny Pickett | QB | 15.9

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
