You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Breece Hall | RB | 12.7
Quinshon Judkins | RB | 5.0
J.K. Dobbins | RB | 10.9
Kaleb Johnson | RB | 10.7
Bucky Irving | RB | 16.3
Omarion Hampton | RB | 14.0
Bhayshul Tuten | RB | 4.9
Roschon Johnson | RB | 5.3
Rashid Shaheed | WR | 9.8
George Pickens | WR | 12.1
Cedric Tillman | WR | 8.2
Noah Brown | WR | 4.3
Jakobi Meyers | WR | 11.5
Wan'Dale Robinson | WR | 8.5
Marvin Harrison Jr. | WR | 13.3
Rome Odunze | WR | 11.6
Dalton Schultz | TE | 7.0
Dalton Kincaid | TE | 8.6
Hunter Henry | TE | 8.3
Tyler Conklin | TE | 4.9
Jordan Love | QB | 16.3
Anthony Richardson Sr. | QB | 13.8
Justin Herbert | QB | 16.6
Tua Tagovailoa | QB | 15.5

Team B Roster (name | pos | proj):
Brian Robinson Jr. | RB | 10.4
Ty Johnson | RB | 4.2
Will Shipley | RB | 3.7
D'Andre Swift | RB | 11.4
Zach Charbonnet | RB | 8.0
Kendre Miller | RB | 3.5
Saquon Barkley | RB | 19.3
Braelon Allen | RB | 4.2
Jalen McMillan | WR | 9.2
DeVonta Smith | WR | 13.0
Justin Jefferson | WR | 18.4
Rashod Bateman | WR | 8.5
Davante Adams | WR | 13.4
Jaxon Smith-Njigba | WR | 13.8
Emeka Egbuka | WR | 10.6
Travis Hunter | WR | 12.7
Will Dissly | TE | 4.1
Theo Johnson | TE | 6.9
Travis Kelce | TE | 11.0
Jake Ferguson | TE | 8.5
Jalen Hurts | QB | 22.0
Cameron Ward | QB | 13.9
Josh Allen | QB | 21.8
C.J. Stroud | QB | 16.2

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
