You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Saquon Barkley | RB | 19.3
Tyrone Tracy Jr. | RB | 11.0
Nick Chubb | RB | 4.7
Isiah Pacheco | RB | 11.5
MarShawn Lloyd | RB | 3.3
Ray Davis | RB | 5.9
Tony Pollard | RB | 10.4
Bijan Robinson | RB | 18.5
Marvin Harrison Jr. | WR | 13.3
DeVonta Smith | WR | 13.0
Dyami Brown | WR | 6.7
Cooper Kupp | WR | 11.1
Curtis Samuel | WR | 4.0
Xavier Worthy | WR | 14.9
Alec Pierce | WR | 5.8
George Pickens | WR | 12.1
Brock Bowers | TE | 14.4
Noah Gray | TE | 5.0
Tyler Conklin | TE | 4.9
Kyle Pitts Sr. | TE | 8.0
Joe Burrow | QB | 20.0
Cameron Ward | QB | 13.9
Bo Nix | QB | 18.8
Jalen Hurts | QB | 22.0

Team B Roster (name | pos | proj):
Kareem Hunt | RB | 4.8
Kaleb Johnson | RB | 10.7
Blake Corum | RB | 2.4
Rhamondre Stevenson | RB | 10.3
Jaylen Wright | RB | 5.0
James Cook | RB | 14.2
Will Shipley | RB | 3.7
Miles Sanders | RB | 4.0
A.J. Brown | WR | 15.7
Michael Pittman Jr. | WR | 10.3
Brandin Cooks | WR | 5.4
Jordan Whittington | WR | 4.9
Amon-Ra St. Brown | WR | 16.9
Kyle Williams | WR | 6.6
Puka Nacua | WR | 16.9
Xavier Legette | WR | 7.4
Colston Loveland | TE | 7.8
Trey McBride | TE | 14.6
T.J. Hockenson | TE | 10.7
Dalton Schultz | TE | 7.0
Trevor Lawrence | QB | 17.9
Jayden Daniels | QB | 21.4
Sam Darnold | QB | 15.3
Matthew Stafford | QB | 15.3

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
