You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Breece Hall | RB | 12.7
Kyren Williams | RB | 15.2
Woody Marks | RB | 3.3
Jerome Ford | RB | 9.0
Will Shipley | RB | 3.7
D'Andre Swift | RB | 11.4
Raheem Mostert | RB | 3.3
Miles Sanders | RB | 4.0
Rashee Rice | WR | 6.7
Xavier Legette | WR | 7.4
Marquez Valdes-Scantling | WR | 4.5
Brandin Cooks | WR | 5.4
Alec Pierce | WR | 5.8
A.J. Brown | WR | 15.7
Amon-Ra St. Brown | WR | 16.9
Jalen Tolbert | WR | 4.3
Tucker Kraft | TE | 8.8
Dalton Kincaid | TE | 8.6
Isaiah Likely | TE | 5.5
Jonnu Smith | TE | 6.8
Josh Allen | QB | 21.8
Bo Nix | QB | 18.8
Geno Smith | QB | 14.4
Russell Wilson | QB | 15.4

Team B Roster (name | pos | proj):
Jaylen Warren | RB | 11.0
Tony Pollard | RB | 10.4
James Conner | RB | 14.1
Samaje Perine | RB | 3.5
MarShawn Lloyd | RB | 3.3
Chase Brown | RB | 15.4
Travis Etienne Jr. | RB | 10.0
Christian McCaffrey | RB | 18.6
Ricky Pearsall | WR | 11.1
Calvin Ridley | WR | 11.8
Rashod Bateman | WR | 8.5
Greg Dortch | WR | 3.9
Troy Franklin | WR | 4.0
Romeo Doubs | WR | 7.6
Luther Burden III | WR | 7.8
Josh Downs | WR | 9.9
David Njoku | TE | 10.6
Tyler Warren | TE | 8.2
Dallas Goedert | TE | 9.2
George Kittle | TE | 13.2
Patrick Mahomes II | QB | 19.9
Justin Fields | QB | 15.8
Drake Maye | QB | 17.1
Jordan Love | QB | 16.3

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
