You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
D'Andre Swift | RB | 11.4
Breece Hall | RB | 12.7
Bucky Irving | RB | 16.3
Najee Harris | RB | 6.7
Jahmyr Gibbs | RB | 17.9
Saquon Barkley | RB | 19.3
Tyler Allgeier | RB | 5.6
James Conner | RB | 14.1
Terry McLaurin | WR | 14.3
Noah Brown | WR | 4.3
DJ Moore | WR | 13.1
Jaylen Waddle | WR | 11.7
Jauan Jennings | WR | 12.2
KaVontae Turpin | WR | 4.2
Jakobi Meyers | WR | 11.5
Tyler Lockett | WR | 6.0
Tyler Conklin | TE | 4.9
Dallas Goedert | TE | 9.2
Kyle Pitts Sr. | TE | 8.0
Juwan Johnson | TE | 5.6
Justin Fields | QB | 15.8
Lamar Jackson | QB | 21.6
Caleb Williams | QB | 16.1
Tua Tagovailoa | QB | 15.5

Team B Roster (name | pos | proj):
Chuba Hubbard | RB | 13.8
Samaje Perine | RB | 3.5
Austin Ekeler | RB | 8.2
Rhamondre Stevenson | RB | 10.3
Raheem Mostert | RB | 3.3
Kaleb Johnson | RB | 10.7
Braelon Allen | RB | 4.2
Dylan Sampson | RB | 6.0
Rome Odunze | WR | 11.6
Chris Godwin | WR | 4.8
Jalen Tolbert | WR | 4.3
Rashod Bateman | WR | 8.5
Justin Jefferson | WR | 18.4
Rashid Shaheed | WR | 9.8
Cedric Tillman | WR | 8.2
Jayden Reed | WR | 11.0
Brock Bowers | TE | 14.4
Tyler Warren | TE | 8.2
Dalton Schultz | TE | 7.0
Zach Ertz | TE | 8.1
Josh Allen | QB | 21.8
Jared Goff | QB | 16.2
Anthony Richardson Sr. | QB | 13.8
Joe Burrow | QB | 20.0

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
