You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Cam Skattebo | RB | 7.8
Tyler Allgeier | RB | 5.6
Braelon Allen | RB | 4.2
Breece Hall | RB | 12.7
James Cook | RB | 14.2
Rhamondre Stevenson | RB | 10.3
RJ Harvey | RB | 11.8
Zach Charbonnet | RB | 8.0
Xavier Legette | WR | 7.4
Calvin Ridley | WR | 11.8
Marquise Brown | WR | 10.1
Josh Downs | WR | 9.9
Drake London | WR | 15.2
Keenan Allen | WR | 9.1
Curtis Samuel | WR | 4.0
Marquez Valdes-Scantling | WR | 4.5
Mark Andrews | TE | 10.8
T.J. Hockenson | TE | 10.7
George Kittle | TE | 13.2
AJ Barner | TE | 4.7
Geno Smith | QB | 14.4
Josh Allen | QB | 21.8
Brock Purdy | QB | 17.7
Dak Prescott | QB | 16.4

Team B Roster (name | pos | proj):
Dylan Sampson | RB | 6.0
Jaydon Blue | RB | 5.3
Saquon Barkley | RB | 19.3
Rachaad White | RB | 8.1
Tank Bigsby | RB | 7.4
Quinshon Judkins | RB | 5.0
Jerome Ford | RB | 9.0
Tyjae Spears | RB | 7.5
Darius Slayton | WR | 6.6
Jalen McMillan | WR | 9.2
Calvin Austin III | WR | 5.5
Malik Nabers | WR | 16.7
Zay Flowers | WR | 13.1
DK Metcalf | WR | 12.7
A.J. Brown | WR | 15.7
Andrei Iosivas | WR | 4.2
Tyler Conklin | TE | 4.9
Sam LaPorta | TE | 11.2
Colston Loveland | TE | 7.8
Zach Ertz | TE | 8.1
Justin Fields | QB | 15.8
Caleb Williams | QB | 16.1
Sam Darnold | QB | 15.3
Jordan Love | QB | 16.3

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
