You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Kaleb Johnson | RB | 10.7
Roschon Johnson | RB | 5.3
Raheem Mostert | RB | 3.3
Derrick Henry | RB | 16.2
David Montgomery | RB | 11.5
Woody Marks | RB | 3.3
Chase Brown | RB | 15.4
TreVeyon Henderson | RB | 12.2
Ray-Ray McCloud III | WR | 5.1
Darnell Mooney | WR | 9.8
Matthew Golden | WR | 11.6
Curtis Samuel | WR | 4.0
Romeo Doubs | WR | 7.6
Jayden Reed | WR | 11.0
CeeDee Lamb | WR | 17.4
Andrei Iosivas | WR | 4.2
Ja'Tavion Sanders | TE | 6.0
Mike Gesicki | TE | 7.1
Jonnu Smith | TE | 6.8
Michael Mayer | TE | 4.0
Jayden Daniels | QB | 21.4
Anthony Richardson Sr. | QB | 13.8
Jared Goff | QB | 16.2
Brock Purdy | QB | 17.7

Team B Roster (name | pos | proj):
Zach Charbonnet | RB | 8.0
Christian McCaffrey | RB | 18.6
Blake Corum | RB | 2.4
James Conner | RB | 14.1
Jerome Ford | RB | 9.0
Kendre Miller | RB | 3.5
Samaje Perine | RB | 3.5
Ashton Jeanty | RB | 15.5
Tyreek Hill | WR | 14.7
Puka Nacua | WR | 16.9
DeMario Douglas | WR | 7.6
Brandin Cooks | WR | 5.4
Ladd McConkey | WR | 14.6
Alec Pierce | WR | 5.8
Jalen McMillan | WR | 9.2
Keenan Allen | WR | 9.1
Darren Waller | TE | 7.2
Will Dissly | TE | 4.1
David Njoku | TE | 10.6
Dalton Kincaid | TE | 8.6
Caleb Williams | QB | 16.1
Jalen Hurts | QB | 22.0
Michael Penix Jr. | QB | 15.2
Josh Allen | QB | 21.8

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
