You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Tyrone Tracy Jr. | RB | 11.0
Rhamondre Stevenson | RB | 10.3
Raheem Mostert | RB | 3.3
Ashton Jeanty | RB | 15.5
De'Von Achane | RB | 17.1
Joe Mixon | RB | 8.9
Najee Harris | RB | 6.7
Jonathan Taylor | RB | 16.2
Cooper Kupp | WR | 11.1
CeeDee Lamb | WR | 17.4
Joshua Palmer | WR | 7.6
Davante Adams | WR | 13.4
Chris Olave | WR | 10.9
Khalil Shakir | WR | 11.7
Malik Nabers | WR | 16.7
Adam Thielen | WR | 9.0
Evan Engram | TE | 9.7
Darren Waller | TE | 7.2
Mike Gesicki | TE | 7.1
Juwan Johnson | TE | 5.6
Geno Smith | QB | 14.4
Caleb Williams | QB | 16.1
Bryce Young | QB | 15.5
Baker Mayfield | QB | 19.2

Team B Roster (name | pos | proj):
Samaje Perine | RB | 3.5
Jerome Ford | RB | 9.0
Jahmyr Gibbs | RB | 17.9
Chuba Hubbard | RB | 13.8
Quinshon Judkins | RB | 5.0
Jaylen Wright | RB | 5.0
Will Shipley | RB | 3.7
Omarion Hampton | RB | 14.0
Mike Evans | WR | 14.6
Rashee Rice | WR | 6.7
Jayden Higgins | WR | 9.5
Rashod Bateman | WR | 8.5
Darnell Mooney | WR | 9.8
Jameson Williams | WR | 12.6
Keenan Allen | WR | 9.1
Tee Higgins | WR | 14.4
Kyle Pitts Sr. | TE | 8.0
George Kittle | TE | 13.2
Dalton Schultz | TE | 7.0
Will Dissly | TE | 4.1
Anthony Richardson Sr. | QB | 13.8
Justin Herbert | QB | 16.6
Joe Burrow | QB | 20.0
Tua Tagovailoa | QB | 15.5

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
