You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
James Conner | RB | 14.1
Kyren Williams | RB | 15.2
Rachaad White | RB | 8.1
Najee Harris | RB | 6.7
De'Von Achane | RB | 17.1
Quinshon Judkins | RB | 5.0
Alvin Kamara | RB | 14.7
Bhayshul Tuten | RB | 4.9
Ja'Marr Chase | WR | 19.5
DK Metcalf | WR | 12.7
Tyreek Hill | WR | 14.7
Davante Adams | WR | 13.4
Ladd McConkey | WR | 14.6
Michael Pittman Jr. | WR | 10.3
Matthew Golden | WR | 11.6
Allen Lazard | WR | 4.4
David Njoku | TE | 10.6
Will Dissly | TE | 4.1
Tyler Higbee | TE | 6.7
Hunter Henry | TE | 8.3
Jalen Hurts | QB | 22.0
Anthony Richardson Sr. | QB | 13.8
Bo Nix | QB | 18.8
Jared Goff | QB | 16.2

Team B Roster (name | pos | proj):
Saquon Barkley | RB | 19.3
Travis Etienne Jr. | RB | 10.0
Chuba Hubbard | RB | 13.8
Bucky Irving | RB | 16.3
Ray Davis | RB | 5.9
TreVeyon Henderson | RB | 12.2
D'Andre Swift | RB | 11.4
Miles Sanders | RB | 4.0
Darius Slayton | WR | 6.6
Luther Burden III | WR | 7.8
Michael Wilson | WR | 6.9
Keenan Allen | WR | 9.1
Jayden Higgins | WR | 9.5
Jalen Nailor | WR | 6.6
Puka Nacua | WR | 16.9
KaVontae Turpin | WR | 4.2
AJ Barner | TE | 4.7
Tucker Kraft | TE | 8.8
Dalton Kincaid | TE | 8.6
Travis Kelce | TE | 11.0
Jordan Love | QB | 16.3
Drake Maye | QB | 17.1
Kenny Pickett | QB | 15.9
Kyler Murray | QB | 18.5

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
