You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Justice Hill | RB | 6.1
Kyren Williams | RB | 15.2
Kendre Miller | RB | 3.5
Jaylen Warren | RB | 11.0
Bhayshul Tuten | RB | 4.9
Ashton Jeanty | RB | 15.5
Bijan Robinson | RB | 18.5
Samaje Perine | RB | 3.5
Chris Olave | WR | 10.9
Andrei Iosivas | WR | 4.2
Deebo Samuel Sr. | WR | 11.5
Jayden Higgins | WR | 9.5
Amon-Ra St. Brown | WR | 16.9
Zay Flowers | WR | 13.1
Rashee Rice | WR | 6.7
Xavier Worthy | WR | 14.9
Elijah Arroyo | TE | 6.4
Michael Mayer | TE | 4.0
AJ Barner | TE | 4.7
Tyler Warren | TE | 8.2
Geno Smith | QB | 14.4
Caleb Williams | QB | 16.1
Michael Penix Jr. | QB | 15.2
Matthew Stafford | QB | 15.3

Team B Roster (name | pos | proj):
Travis Etienne Jr. | RB | 10.0
Tyjae Spears | RB | 7.5
James Cook | RB | 14.2
Dylan Sampson | RB | 6.0
Woody Marks | RB | 3.3
Raheem Mostert | RB | 3.3
J.K. Dobbins | RB | 10.9
Zach Charbonnet | RB | 8.0
Joshua Palmer | WR | 7.6
Alec Pierce | WR | 5.8
Keenan Allen | WR | 9.1
Stefon Diggs | WR | 10.6
Diontae Johnson | WR | 5.4
CeeDee Lamb | WR | 17.4
Rashod Bateman | WR | 8.5
George Pickens | WR | 12.1
Colston Loveland | TE | 7.8
Cole Kmet | TE | 3.9
Mark Andrews | TE | 10.8
Jonnu Smith | TE | 6.8
Dak Prescott | QB | 16.4
Justin Herbert | QB | 16.6
Kyler Murray | QB | 18.5
Trevor Lawrence | QB | 17.9

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
