You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Kendre Miller | RB | 3.5
De'Von Achane | RB | 17.1
Bhayshul Tuten | RB | 4.9
Ray Davis | RB | 5.9
Tyrone Tracy Jr. | RB | 11.0
Braelon Allen | RB | 4.2
Rachaad White | RB | 8.1
Tank Bigsby | RB | 7.4
Xavier Legette | WR | 7.4
Adonai Mitchell | WR | 5.1
Zay Flowers | WR | 13.1
Khalil Shakir | WR | 11.7
Darnell Mooney | WR | 9.8
Michael Pittman Jr. | WR | 10.3
Tyreek Hill | WR | 14.7
Garrett Wilson | WR | 12.6
Cade Otton | TE | 7.7
Noah Fant | TE | 4.6
Noah Gray | TE | 5.0
Ja'Tavion Sanders | TE | 6.0
Kyler Murray | QB | 18.5
Anthony Richardson Sr. | QB | 13.8
Matthew Stafford | QB | 15.3
Lamar Jackson | QB | 21.6

Team B Roster (name | pos | proj):
Nick Chubb | RB | 4.7
Rico Dowdle | RB | 5.1
Najee Harris | RB | 6.7
Miles Sanders | RB | 4.0
Isiah Pacheco | RB | 11.5
Kareem Hunt | RB | 4.8
MarShawn Lloyd | RB | 3.3
Derrick Henry | RB | 16.2
Malik Nabers | WR | 16.7
Keenan Allen | WR | 9.1
Cedric Tillman | WR | 8.2
Ray-Ray McCloud III | WR | 5.1
Marquise Brown | WR | 10.1
Jerry Jeudy | WR | 12.4
Brian Thomas Jr. | WR | 16.0
Dyami Brown | WR | 6.7
Kyle Pitts Sr. | TE | 8.0
Dallas Goedert | TE | 9.2
Elijah Arroyo | TE | 6.4
Tyler Higbee | TE | 6.7
Sam Darnold | QB | 15.3
C.J. Stroud | QB | 16.2
Cameron Ward | QB | 13.9
Trevor Lawrence | QB | 17.9

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
