You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Kenneth Walker III | RB | 13.7
Bhayshul Tuten | RB | 4.9
Trey Benson | RB | 7.6
Zach Charbonnet | RB | 8.0
Quinshon Judkins | RB | 5.0
Will Shipley | RB | 3.7
Braelon Allen | RB | 4.2
De'Von Achane | RB | 17.1
Adonai Mitchell | WR | 5.1
Rashid Shaheed | WR | 9.8
Amon-Ra St. Brown | WR | 16.9
Marquez Valdes-Scantling | WR | 4.5
Tyler Lockett | WR | 6.0
Rome Odunze | WR | 11.6
Romeo Doubs | WR | 7.6
Matthew Golden | WR | 11.6
Hunter Henry | TE | 8.3
Theo Johnson | TE | 6.9
Mike Gesicki | TE | 7.1
Noah Fant | TE | 4.6
Patrick Mahomes II | QB | 19.9
Jared Goff | QB | 16.2
Jordan Love | QB | 16.3
Josh Allen | QB | 21.8

Team B Roster (name | pos | proj):
Raheem Mostert | RB | 3.3
James Conner | RB | 14.1
MarShawn Lloyd | RB | 3.3
Jaylen Wright | RB | 5.0
Saquon Barkley | RB | 19.3
Najee Harris | RB | 6.7
Breece Hall | RB | 12.7
Tyrone Tracy Jr. | RB | 11.0
Brian Thomas Jr. | WR | 16.0
Jayden Reed | WR | 11.0
Cedric Tillman | WR | 8.2
Jaxon Smith-Njigba | WR | 13.8
Pat Bryant | WR | 4.5
Troy Franklin | WR | 4.0
Chris Godwin | WR | 4.8
KaVontae Turpin | WR | 4.2
Cade Otton | TE | 7.7
Darren Waller | TE | 7.2
Tyler Higbee | TE | 6.7
Brenton Strange | TE | 7.7
Justin Fields | QB | 15.8
Kyler Murray | QB | 18.5
Matthew Stafford | QB | 15.3
Jalen Hurts | QB | 22.0

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
