You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Breece Hall | RB | 12.7
Tyjae Spears | RB | 7.5
Kenneth Walker III | RB | 13.7
Kyren Williams | RB | 15.2
D'Andre Swift | RB | 11.4
De'Von Achane | RB | 17.1
J.K. Dobbins | RB | 10.9
Kareem Hunt | RB | 4.8
Drake London | WR | 15.2
DeAndre Hopkins | WR | 5.7
Joshua Palmer | WR | 7.6
Emeka Egbuka | WR | 10.6
Josh Reynolds | WR | 6.1
Wan'Dale Robinson | WR | 8.5
Deebo Samuel Sr. | WR | 11.5
Chris Olave | WR | 10.9
David Njoku | TE | 10.6
Mike Gesicki | TE | 7.1
Travis Kelce | TE | 11.0
Juwan Johnson | TE | 5.6
Russell Wilson | QB | 15.4
Justin Fields | QB | 15.8
Geno Smith | QB | 14.4
Jordan Love | QB | 16.3

Team B Roster (name | pos | proj):
Jaydon Blue | RB | 5.3
Zach Charbonnet | RB | 8.0
Jaylen Warren | RB | 11.0
Kyle Monangai | RB | 2.4
Isiah Pacheco | RB | 11.5
Ashton Jeanty | RB | 15.5
Derrick Henry | RB | 16.2
Samaje Perine | RB | 3.5
A.J. Brown | WR | 15.7
Ricky Pearsall | WR | 11.1
Malik Nabers | WR | 16.7
Marvin Harrison Jr. | WR | 13.3
Tee Higgins | WR | 14.4
Xavier Worthy | WR | 14.9
Jack Bech | WR | 7.3
Marquez Valdes-Scantling | WR | 4.5
T.J. Hockenson | TE | 10.7
Dalton Schultz | TE | 7.0
Tucker Kraft | TE | 8.8
Isaiah Likely | TE | 5.5
Michael Penix Jr. | QB | 15.2
Kyler Murray | QB | 18.5
Josh Allen | QB | 21.8
Tua Tagovailoa | QB | 15.5

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
