You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Travis Etienne Jr. | RB | 10.0
J.K. Dobbins | RB | 10.9
Kenneth Walker III | RB | 13.7
Justice Hill | RB | 6.1
Joe Mixon | RB | 8.9
Cam Skattebo | RB | 7.8
Bhayshul Tuten | RB | 4.9
Josh Jacobs | RB | 15.5
Michael Wilson | WR | 6.9
Jordan Whittington | WR | 4.9
Tee Higgins | WR | 14.4
DeAndre Hopkins | WR | 5.7
Brandin Cooks | WR | 5.4
Romeo Doubs | WR | 7.6
Kyle Williams | WR | 6.6
Luther Burden III | WR | 7.8
Elijah Arroyo | TE | 6.4
Dalton Schultz | TE | 7.0
AJ Barner | TE | 4.7
Sam LaPorta | TE | 11.2
Patrick Mahomes II | QB | 19.9
Jordan Love | QB | 16.3
Justin Fields | QB | 15.8
Matthew Stafford | QB | 15.3

Team B Roster (name | pos | proj):
Kendre Miller | RB | 3.5
Jonathan Taylor | RB | 16.2
Isiah Pacheco | RB | 11.5
Ty Johnson | RB | 4.2
Derrick Henry | RB | 16.2
Tyrone Tracy Jr. | RB | 11.0
Tyjae Spears | RB | 7.5
Dylan Sampson | RB | 6.0
Josh Reynolds | WR | 6.1
Marquez Valdes-Scantling | WR | 4.5
Ricky Pearsall | WR | 11.1
DJ Moore | WR | 13.1
Jalen Tolbert | WR | 4.3
Jack Bech | WR | 7.3
Noah Brown | WR | 4.3
Jalen McMillan | WR | 9.2
Brenton Strange | TE | 7.7
Kyle Pitts Sr. | TE | 8.0
Jake Ferguson | TE | 8.5
Noah Gray | TE | 5.0
Dak Prescott | QB | 16.4
Jayden Daniels | QB | 21.4
Anthony Richardson Sr. | QB | 13.8
C.J. Stroud | QB | 16.2

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
