You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Samaje Perine | RB | 3.5
Isaac Guerendo | RB | 4.2
David Montgomery | RB | 11.5
Saquon Barkley | RB | 19.3
Braelon Allen | RB | 4.2
Blake Corum | RB | 2.4
Travis Etienne Jr. | RB | 10.0
Chuba Hubbard | RB | 13.8
Khalil Shakir | WR | 11.7
Cedric Tillman | WR | 8.2
Jayden Reed | WR | 11.0
Brian Thomas Jr. | WR | 16.0
Jerry Jeudy | WR | 12.4
Davante Adams | WR | 13.4
Nico Collins | WR | 15.9
DK Metcalf | WR | 12.7
Sam LaPorta | TE | 11.2
Noah Gray | TE | 5.0
Dallas Goedert | TE | 9.2
George Kittle | TE | 13.2
Lamar Jackson | QB | 21.6
Josh Allen | QB | 21.8
J.J. McCarthy | QB | 16.7
Caleb Williams | QB | 16.1

Team B Roster (name | pos | proj):
Chase Brown | RB | 15.4
Kendre Miller | RB | 3.5
Tyrone Tracy Jr. | RB | 11.0
Bucky Irving | RB | 16.3
Aaron Jones Sr. | RB | 11.5
Rico Dowdle | RB | 5.1
Jaydon Blue | RB | 5.3
Breece Hall | RB | 12.7
Jakobi Meyers | WR | 11.5
Adam Thielen | WR | 9.0
Nick Westbrook-Ikhine | WR | 5.5
DeMario Douglas | WR | 7.6
Calvin Ridley | WR | 11.8
Drake London | WR | 15.2
Josh Downs | WR | 9.9
Jaylin Noel | WR | 4.8
Chig Okonkwo | TE | 7.0
Colston Loveland | TE | 7.8
Dalton Schultz | TE | 7.0
Mike Gesicki | TE | 7.1
Baker Mayfield | QB | 19.2
Michael Penix Jr. | QB | 15.2
Drake Maye | QB | 17.1
Sam Darnold | QB | 15.3

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
