You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Woody Marks | RB | 3.3
Travis Etienne Jr. | RB | 10.0
Rachaad White | RB | 8.1
Quinshon Judkins | RB | 5.0
Tyjae Spears | RB | 7.5
Cam Skattebo | RB | 7.8
Ashton Jeanty | RB | 15.5
Jonathan Taylor | RB | 16.2
Khalil Shakir | WR | 11.7
Jalen Royals | WR | 4.1
Jaxon Smith-Njigba | WR | 13.8
Chris Godwin | WR | 4.8
Jalen McMillan | WR | 9.2
Noah Brown | WR | 4.3
Greg Dortch | WR | 3.9
Demarcus Robinson | WR | 4.9
Darren Waller | TE | 7.2
Noah Gray | TE | 5.0
Colston Loveland | TE | 7.8
Cade Otton | TE | 7.7
Justin Fields | QB | 15.8
Cameron Ward | QB | 13.9
Brock Purdy | QB | 17.7
Lamar Jackson | QB | 21.6

Team B Roster (name | pos | proj):
Chase Brown | RB | 15.4
Brian Robinson Jr. | RB | 10.4
Dylan Sampson | RB | 6.0
Samaje Perine | RB | 3.5
Ray Davis | RB | 5.9
RJ Harvey | RB | 11.8
Saquon Barkley | RB | 19.3
Austin Ekeler | RB | 8.2
Darius Slayton | WR | 6.6
Jayden Higgins | WR | 9.5
Troy Franklin | WR | 4.0
Cedric Tillman | WR | 8.2
DK Metcalf | WR | 12.7
Drake London | WR | 15.2
Rome Odunze | WR | 11.6
DJ Moore | WR | 13.1
Cole Kmet | TE | 3.9
AJ Barner | TE | 4.7
Tyler Higbee | TE | 6.7
George Kittle | TE | 13.2
J.J. McCarthy | QB | 16.7
Dak Prescott | QB | 16.4
Jordan Love | QB | 16.3
Justin Herbert | QB | 16.6

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
