You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Austin Ekeler | RB | 8.2
Raheem Mostert | RB | 3.3
Tyler Allgeier | RB | 5.6
Jaylen Wright | RB | 5.0
Isaac Guerendo | RB | 4.2
Elijah Mitchell | RB | 2.7
Trey Benson | RB | 7.6
Tank Bigsby | RB | 7.4
Tyreek Hill | WR | 14.7
Deebo Samuel Sr. | WR | 11.5
Xavier Worthy | WR | 14.9
Adonai Mitchell | WR | 5.1
Jauan Jennings | WR | 12.2
Diontae Johnson | WR | 5.4
Jalen Tolbert | WR | 4.3
Jaylin Noel | WR | 4.8
Mason Taylor | TE | 7.0
Elijah Arroyo | TE | 6.4
Trey McBride | TE | 14.6
Hunter Henry | TE | 8.3
Cameron Ward | QB | 13.9
Michael Penix Jr. | QB | 15.2
Justin Herbert | QB | 16.6
Baker Mayfield | QB | 19.2

Team B Roster (name | pos | proj):
Saquon Barkley | RB | 19.3
Quinshon Judkins | RB | 5.0
Isiah Pacheco | RB | 11.5
Miles Sanders | RB | 4.0
Kendre Miller | RB | 3.5
Kaleb Johnson | RB | 10.7
Jaydon Blue | RB | 5.3
Jordan Mason | RB | 7.4
Cedric Tillman | WR | 8.2
Tetairoa McMillan | WR | 12.4
Wan'Dale Robinson | WR | 8.5
Cooper Kupp | WR | 11.1
Ja'Marr Chase | WR | 19.5
A.J. Brown | WR | 15.7
Marquez Valdes-Scantling | WR | 4.5
Jakobi Meyers | WR | 11.5
Mark Andrews | TE | 10.8
Dallas Goedert | TE | 9.2
Michael Mayer | TE | 4.0
Tyler Conklin | TE | 4.9
Bo Nix | QB | 18.8
Joe Burrow | QB | 20.0
Jalen Hurts | QB | 22.0
Trevor Lawrence | QB | 17.9

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
