You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Christian McCaffrey | RB | 18.6
Bhayshul Tuten | RB | 4.9
Bijan Robinson | RB | 18.5
RJ Harvey | RB | 11.8
Jonathan Taylor | RB | 16.2
Jerome Ford | RB | 9.0
Austin Ekeler | RB | 8.2
Trey Benson | RB | 7.6
Travis Hunter | WR | 12.7
A.J. Brown | WR | 15.7
Cooper Kupp | WR | 11.1
Stefon Diggs | WR | 10.6
DeAndre Hopkins | WR | 5.7
DJ Moore | WR | 13.1
Marquez Valdes-Scantling | WR | 4.5
Jaylin Noel | WR | 4.8
Jonnu Smith | TE | 6.8
Ja'Tavion Sanders | TE | 6.0
Kyle Pitts Sr. | TE | 8.0
T.J. Hockenson | TE | 10.7
Jordan Love | QB | 16.3
Joe Burrow | QB | 20.0
Caleb Williams | QB | 16.1
Matthew Stafford | QB | 15.3

Team B Roster (name | pos | proj):
Aaron Jones Sr. | RB | 11.5
Ashton Jeanty | RB | 15.5
Tyler Allgeier | RB | 5.6
Dylan Sampson | RB | 6.0
MarShawn Lloyd | RB | 3.3
Nick Chubb | RB | 4.7
Breece Hall | RB | 12.7
D'Andre Swift | RB | 11.4
Rashid Shaheed | WR | 9.8
Jaylen Waddle | WR | 11.7
Darnell Mooney | WR | 9.8
Justin Jefferson | WR | 18.4
Ladd McConkey | WR | 14.6
Ricky Pearsall | WR | 11.1
KaVontae Turpin | WR | 4.2
DK Metcalf | WR | 12.7
Will Dissly | TE | 4.1
Pat Freiermuth | TE | 7.1
Evan Engram | TE | 9.7
Mark Andrews | TE | 10.8
Cameron Ward | QB | 13.9
Russell Wilson | QB | 15.4
Trevor Lawrence | QB | 17.9
Lamar Jackson | QB | 21.6

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
