You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
De'Von Achane | RB | 17.1
Ty Johnson | RB | 4.2
Will Shipley | RB | 3.7
Javonte Williams | RB | 8.8
Raheem Mostert | RB | 3.3
Woody Marks | RB | 3.3
Miles Sanders | RB | 4.0
Derrick Henry | RB | 16.2
Jalen Nailor | WR | 6.6
Wan'Dale Robinson | WR | 8.5
Quentin Johnston | WR | 6.3
Matthew Golden | WR | 11.6
Ladd McConkey | WR | 14.6
Jerry Jeudy | WR | 12.4
Nick Westbrook-Ikhine | WR | 5.5
Malik Nabers | WR | 16.7
Michael Mayer | TE | 4.0
Will Dissly | TE | 4.1
AJ Barner | TE | 4.7
Chig Okonkwo | TE | 7.0
Brock Purdy | QB | 17.7
Justin Herbert | QB | 16.6
Jalen Hurts | QB | 22.0
Russell Wilson | QB | 15.4

Team B Roster (name | pos | proj):
Tyler Allgeier | RB | 5.6
Ray Davis | RB | 5.9
Kaleb Johnson | RB | 10.7
Josh Jacobs | RB | 15.5
Chase Brown | RB | 15.4
Jonathan Taylor | RB | 16.2
Austin Ekeler | RB | 8.2
Jaydon Blue | RB | 5.3
Khalil Shakir | WR | 11.7
Darnell Mooney | WR | 9.8
Terry McLaurin | WR | 14.3
Nico Collins | WR | 15.9
Tre' Harris | WR | 6.7
Marquise Brown | WR | 10.1
DJ Moore | WR | 13.1
Ja'Marr Chase | WR | 19.5
Mark Andrews | TE | 10.8
Tyler Conklin | TE | 4.9
George Kittle | TE | 13.2
Colston Loveland | TE | 7.8
Trevor Lawrence | QB | 17.9
Drake Maye | QB | 17.1
Bryce Young | QB | 15.5
Anthony Richardson Sr. | QB | 13.8

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
