You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Saquon Barkley | RB | 19.3
Zach Charbonnet | RB | 8.0
Raheem Mostert | RB | 3.3
Dylan Sampson | RB | 6.0
David Montgomery | RB | 11.5
Breece Hall | RB | 12.7
Tyjae Spears | RB | 7.5
Kareem Hunt | RB | 4.8
Tetairoa McMillan | WR | 12.4
DeAndre Hopkins | WR | 5.7
Mike Evans | WR | 14.6
Tre' Harris | WR | 6.7
DeMario Douglas | WR | 7.6
George Pickens | WR | 12.1
Travis Hunter | WR | 12.7
Alec Pierce | WR | 5.8
Pat Freiermuth | TE | 7.1
Mark Andrews | TE | 10.8
George Kittle | TE | 13.2
Dalton Schultz | TE | 7.0
C.J. Stroud | QB | 16.2
Kenny Pickett | QB | 15.9
Dak Prescott | QB | 16.4
Justin Herbert | QB | 16.6

Team B Roster (name | pos | proj):
Jaydon Blue | RB | 5.3
Samaje Perine | RB | 3.5
Jaylen Warren | RB | 11.0
Isaac Guerendo | RB | 4.2
Cam Skattebo | RB | 7.8
TreVeyon Henderson | RB | 12.2
Chuba Hubbard | RB | 13.8
Kaleb Johnson | RB | 10.7
Darius Slayton | WR | 6.6
Wan'Dale Robinson | WR | 8.5
Marvin Mims Jr. | WR | 9.2
Troy Franklin | WR | 4.0
Greg Dortch | WR | 3.9
Brian Thomas Jr. | WR | 16.0
Jauan Jennings | WR | 12.2
Nick Westbrook-Ikhine | WR | 5.5
AJ Barner | TE | 4.7
Cole Kmet | TE | 3.9
Brock Bowers | TE | 14.4
Darren Waller | TE | 7.2
Brock Purdy | QB | 17.7
Jalen Hurts | QB | 22.0
Tua Tagovailoa | QB | 15.5
Bo Nix | QB | 18.8

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
