You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Jahmyr Gibbs | RB | 17.9
Woody Marks | RB | 3.3
Elijah Mitchell | RB | 2.7
Derrick Henry | RB | 16.2
Kaleb Johnson | RB | 10.7
Isiah Pacheco | RB | 11.5
Tony Pollard | RB | 10.4
Will Shipley | RB | 3.7
Ladd McConkey | WR | 14.6
Marvin Harrison Jr. | WR | 13.3
DeVonta Smith | WR | 13.0
Allen Lazard | WR | 4.4
Tutu Atwell | WR | 5.6
Jaxon Smith-Njigba | WR | 13.8
Romeo Doubs | WR | 7.6
Alec Pierce | WR | 5.8
Michael Mayer | TE | 4.0
Dalton Kincaid | TE | 8.6
Jonnu Smith | TE | 6.8
Theo Johnson | TE | 6.9
Brock Purdy | QB | 17.7
Jordan Love | QB | 16.3
Baker Mayfield | QB | 19.2
Anthony Richardson Sr. | QB | 13.8

Team B Roster (name | pos | proj):
Kareem Hunt | RB | 4.8
Najee Harris | RB | 6.7
Christian McCaffrey | RB | 18.6
Tyjae Spears | RB | 7.5
Dylan Sampson | RB | 6.0
Aaron Jones Sr. | RB | 11.5
Breece Hall | RB | 12.7
Blake Corum | RB | 2.4
Marvin Mims Jr. | WR | 9.2
Michael Wilson | WR | 6.9
Mike Evans | WR | 14.6
Justin Jefferson | WR | 18.4
Jameson Williams | WR | 12.6
Cedric Tillman | WR | 8.2
Jack Bech | WR | 7.3
Joshua Palmer | WR | 7.6
Dallas Goedert | TE | 9.2
Jake Ferguson | TE | 8.5
Mason Taylor | TE | 7.0
Tyler Higbee | TE | 6.7
Dak Prescott | QB | 16.4
Justin Herbert | QB | 16.6
Sam Darnold | QB | 15.3
Patrick Mahomes II | QB | 19.9

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
