You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Cam Skattebo | RB | 7.8
Ashton Jeanty | RB | 15.5
Jaylen Warren | RB | 11.0
Ray Davis | RB | 5.9
Javonte Williams | RB | 8.8
Raheem Mostert | RB | 3.3
James Conner | RB | 14.1
Chuba Hubbard | RB | 13.8
Rome Odunze | WR | 11.6
Darnell Mooney | WR | 9.8
Jack Bech | WR | 7.3
Demarcus Robinson | WR | 4.9
DK Metcalf | WR | 12.7
Stefon Diggs | WR | 10.6
Noah Brown | WR | 4.3
Josh Downs | WR | 9.9
Pat Freiermuth | TE | 7.1
Juwan Johnson | TE | 5.6
David Njoku | TE | 10.6
Brenton Strange | TE | 7.7
Justin Herbert | QB | 16.6
Matthew Stafford | QB | 15.3
Tua Tagovailoa | QB | 15.5
Jayden Daniels | QB | 21.4

Team B Roster (name | pos | proj):
Isiah Pacheco | RB | 11.5
Joe Mixon | RB | 8.9
Samaje Perine | RB | 3.5
Jaydon Blue | RB | 5.3
Austin Ekeler | RB | 8.2
Quinshon Judkins | RB | 5.0
D'Andre Swift | RB | 11.4
Kaleb Johnson | RB | 10.7
Jalen McMillan | WR | 9.2
DJ Moore | WR | 13.1
Greg Dortch | WR | 3.9
Adam Thielen | WR | 9.0
Chris Olave | WR | 10.9
Quentin Johnston | WR | 6.3
Tee Higgins | WR | 14.4
Darius Slayton | WR | 6.6
Kyle Pitts Sr. | TE | 8.0
Tyler Higbee | TE | 6.7
George Kittle | TE | 13.2
Mason Taylor | TE | 7.0
J.J. McCarthy | QB | 16.7
Josh Allen | QB | 21.8
Geno Smith | QB | 14.4
Joe Burrow | QB | 20.0

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
