You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Joe Mixon | RB | 8.9
Josh Jacobs | RB | 15.5
MarShawn Lloyd | RB | 3.3
Kenneth Walker III | RB | 13.7
Kendre Miller | RB | 3.5
Samaje Perine | RB | 3.5
Chase Brown | RB | 15.4
Tyjae Spears | RB | 7.5
Tre' Harris | WR | 6.7
Brian Thomas Jr. | WR | 16.0
Darius Slayton | WR | 6.6
Stefon Diggs | WR | 10.6
Marvin Harrison Jr. | WR | 13.3
Tee Higgins | WR | 14.4
Tyler Lockett | WR | 6.0
Wan'Dale Robinson | WR | 8.5
Dalton Kincaid | TE | 8.6
George Kittle | TE | 13.2
Hunter Henry | TE | 8.3
Michael Mayer | TE | 4.0
Geno Smith | QB | 14.4
Tua Tagovailoa | QB | 15.5
Dak Prescott | QB | 16.4
Michael Penix Jr. | QB | 15.2

Team B Roster (name | pos | proj):
Quinshon Judkins | RB | 5.0
Kyle Monangai | RB | 2.4
De'Von Achane | RB | 17.1
David Montgomery | RB | 11.5
Rhamondre Stevenson | RB | 10.3
TreVeyon Henderson | RB | 12.2
Kaleb Johnson | RB | 10.7
Kyren Williams | RB | 15.2
Tyreek Hill | WR | 14.7
Dyami Brown | WR | 6.7
Ja'Marr Chase | WR | 19.5
Ray-Ray McCloud III | WR | 5.1
Chris Godwin | WR | 4.8
Rashid Shaheed | WR | 9.8
Zay Flowers | WR | 13.1
Jalen McMillan | WR | 9.2
Will Dissly | TE | 4.1
Theo Johnson | TE | 6.9
Brock Bowers | TE | 14.4
Jake Ferguson | TE | 8.5
Kenny Pickett | QB | 15.9
Jared Goff | QB | 16.2
Joe Burrow | QB | 20.0
Patrick Mahomes II | QB | 19.9

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
