You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Rico Dowdle | RB | 5.1
TreVeyon Henderson | RB | 12.2
Saquon Barkley | RB | 19.3
Derrick Henry | RB | 16.2
Ray Davis | RB | 5.9
Samaje Perine | RB | 3.5
Tyrone Tracy Jr. | RB | 11.0
Bhayshul Tuten | RB | 4.9
DeAndre Hopkins | WR | 5.7
Adonai Mitchell | WR | 5.1
Jauan Jennings | WR | 12.2
Matthew Golden | WR | 11.6
Christian Kirk | WR | 7.8
Jayden Reed | WR | 11.0
Jameson Williams | WR | 12.6
Nico Collins | WR | 15.9
Michael Mayer | TE | 4.0
Dallas Goedert | TE | 9.2
Isaiah Likely | TE | 5.5
Darren Waller | TE | 7.2
Russell Wilson | QB | 15.4
Drake Maye | QB | 17.1
Bo Nix | QB | 18.8
Justin Herbert | QB | 16.6

Team B Roster (name | pos | proj):
Zach Charbonnet | RB | 8.0
Roschon Johnson | RB | 5.3
Bijan Robinson | RB | 18.5
J.K. Dobbins | RB | 10.9
Jahmyr Gibbs | RB | 17.9
D'Andre Swift | RB | 11.4
De'Von Achane | RB | 17.1
Alvin Kamara | RB | 14.7
Demarcus Robinson | WR | 4.9
Ja'Marr Chase | WR | 19.5
Jakobi Meyers | WR | 11.5
Luther Burden III | WR | 7.8
Jalen Tolbert | WR | 4.3
CeeDee Lamb | WR | 17.4
Puka Nacua | WR | 16.9
Chris Olave | WR | 10.9
Zach Ertz | TE | 8.1
Hunter Henry | TE | 8.3
Theo Johnson | TE | 6.9
Tucker Kraft | TE | 8.8
Anthony Richardson Sr. | QB | 13.8
Dak Prescott | QB | 16.4
Trevor Lawrence | QB | 17.9
Geno Smith | QB | 14.4

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
