You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Raheem Mostert | RB | 3.3
Jahmyr Gibbs | RB | 17.9
Saquon Barkley | RB | 19.3
Josh Jacobs | RB | 15.5
Rico Dowdle | RB | 5.1
Kareem Hunt | RB | 4.8
De'Von Achane | RB | 17.1
Kendre Miller | RB | 3.5
Keon Coleman | WR | 10.0
DeAndre Hopkins | WR | 5.7
Luther Burden III | WR | 7.8
Josh Downs | WR | 9.9
Deebo Samuel Sr. | WR | 11.5
Tetairoa McMillan | WR | 12.4
Jakobi Meyers | WR | 11.5
Puka Nacua | WR | 16.9
Dalton Kincaid | TE | 8.6
Evan Engram | TE | 9.7
Sam LaPorta | TE | 11.2
Travis Kelce | TE | 11.0
Baker Mayfield | QB | 19.2
Joe Burrow | QB | 20.0
Lamar Jackson | QB | 21.6
Cameron Ward | QB | 13.9

Team B Roster (name | pos | proj):
Jonathan Taylor | RB | 16.2
Cam Skattebo | RB | 7.8
Tyler Allgeier | RB | 5.6
Tyrone Tracy Jr. | RB | 11.0
Jordan Mason | RB | 7.4
Zach Charbonnet | RB | 8.0
Isaac Guerendo | RB | 4.2
Chuba Hubbard | RB | 13.8
Michael Wilson | WR | 6.9
Jameson Williams | WR | 12.6
Darnell Mooney | WR | 9.8
Adonai Mitchell | WR | 5.1
Jaylin Noel | WR | 4.8
Drake London | WR | 15.2
Diontae Johnson | WR | 5.4
Demarcus Robinson | WR | 4.9
Elijah Arroyo | TE | 6.4
Mike Gesicki | TE | 7.1
Jonnu Smith | TE | 6.8
Ja'Tavion Sanders | TE | 6.0
Dak Prescott | QB | 16.4
Tua Tagovailoa | QB | 15.5
J.J. McCarthy | QB | 16.7
Bryce Young | QB | 15.5

Task: Your goal is to improve Team A while proposing a trade that Team B is likely to accept. Explicitly consider Team B's needs and incentives before proposing. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
