You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Blake Corum | RB | 2.4
Chase Brown | RB | 15.4
Will Shipley | RB | 3.7
Quinshon Judkins | RB | 5.0
Josh Jacobs | RB | 15.5
Alvin Kamara | RB | 14.7
Jahmyr Gibbs | RB | 17.9
Ray Davis | RB | 5.9
Michael Wilson | WR | 6.9
A.J. Brown | WR | 15.7
Xavier Legette | WR | 7.4
Josh Downs | WR | 9.9
Noah Brown | WR | 4.3
DeMario Douglas | WR | 7.6
DK Metcalf | WR | 12.7
Adonai Mitchell | WR | 5.1
Travis Kelce | TE | 11.0
Dalton Kincaid | TE | 8.6
David Njoku | TE | 10.6
Mark Andrews | TE | 10.8
Bo Nix | QB | 18.8
Jordan Love | QB | 16.3
Baker Mayfield | QB | 19.2
Michael Penix Jr. | QB | 15.2

Team B Roster (name | pos | proj):
TreVeyon Henderson | RB | 12.2
Braelon Allen | RB | 4.2
D'Andre Swift | RB | 11.4
Breece Hall | RB | 12.7
Isaac Guerendo | RB | 4.2
Tyjae Spears | RB | 7.5
Tyler Allgeier | RB | 5.6
Miles Sanders | RB | 4.0
Terry McLaurin | WR | 14.3
Rashod Bateman | WR | 8.5
Romeo Doubs | WR | 7.6
Marvin Mims Jr. | WR | 9.2
Jaylin Noel | WR | 4.8
Alec Pierce | WR | 5.8
Tre' Harris | WR | 6.7
Cooper Kupp | WR | 11.1
Evan Engram | TE | 9.7
Dalton Schultz | TE | 7.0
Chig Okonkwo | TE | 7.0
Noah Fant | TE | 4.6
Russell Wilson | QB | 15.4
J.J. McCarthy | QB | 16.7
Dak Prescott | QB | 16.4
Joe Burrow | QB | 20.0

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
