You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Jerome Ford | RB | 9.0
Quinshon Judkins | RB | 5.0
Zach Charbonnet | RB | 8.0
Jaylen Warren | RB | 11.0
D'Andre Swift | RB | 11.4
Christian McCaffrey | RB | 18.6
Bijan Robinson | RB | 18.5
Kareem Hunt | RB | 4.8
Jack Bech | WR | 7.3
Jaylen Waddle | WR | 11.7
Kyle Williams | WR | 6.6
Cooper Kupp | WR | 11.1
Tetairoa McMillan | WR | 12.4
Marquez Valdes-Scantling | WR | 4.5
Troy Franklin | WR | 4.0
Davante Adams | WR | 13.4
Mason Taylor | TE | 7.0
Cole Kmet | TE | 3.9
Travis Kelce | TE | 11.0
Brock Bowers | TE | 14.4
Russell Wilson | QB | 15.4
Drake Maye | QB | 17.1
C.J. Stroud | QB | 16.2
J.J. McCarthy | QB | 16.7

Team B Roster (name | pos | proj):
Tony Pollard | RB | 10.4
Braelon Allen | RB | 4.2
Brian Robinson Jr. | RB | 10.4
Tyjae Spears | RB | 7.5
Kendre Miller | RB | 3.5
Bhayshul Tuten | RB | 4.9
Jahmyr Gibbs | RB | 17.9
Trey Benson | RB | 7.6
Jalen McMillan | WR | 9.2
Xavier Legette | WR | 7.4
Mike Evans | WR | 14.6
Chris Olave | WR | 10.9
Justin Jefferson | WR | 18.4
Calvin Austin III | WR | 5.5
Alec Pierce | WR | 5.8
Rashee Rice | WR | 6.7
Kyle Pitts Sr. | TE | 8.0
Jonnu Smith | TE | 6.8
Will Dissly | TE | 4.1
Brenton Strange | TE | 7.7
Jordan Love | QB | 16.3
Jayden Daniels | QB | 21.4
Bo Nix | QB | 18.8
Trevor Lawrence | QB | 17.9

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
