You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Quinshon Judkins | RB | 5.0
Ashton Jeanty | RB | 15.5
Zach Charbonnet | RB | 8.0
Will Shipley | RB | 3.7
Josh Jacobs | RB | 15.5
Derrick Henry | RB | 16.2
Kyle Monangai | RB | 2.4
Jordan Mason | RB | 7.4
Jayden Reed | WR | 11.0
Zay Flowers | WR | 13.1
Ladd McConkey | WR | 14.6
Tyreek Hill | WR | 14.7
DeMario Douglas | WR | 7.6
Khalil Shakir | WR | 11.7
Deebo Samuel Sr. | WR | 11.5
Adam Thielen | WR | 9.0
Jonnu Smith | TE | 6.8
Noah Gray | TE | 5.0
Trey McBride | TE | 14.6
Isaiah Likely | TE | 5.5
Drake Maye | QB | 17.1
Geno Smith | QB | 14.4
Bo Nix | QB | 18.8
Jalen Hurts | QB | 22.0

Team B Roster (name | pos | proj):
Tyler Allgeier | RB | 5.6
Kyren Williams | RB | 15.2
De'Von Achane | RB | 17.1
Tyjae Spears | RB | 7.5
Ty Johnson | RB | 4.2
Jaylen Warren | RB | 11.0
Kenneth Walker III | RB | 13.7
Austin Ekeler | RB | 8.2
Ja'Marr Chase | WR | 19.5
Xavier Legette | WR | 7.4
Diontae Johnson | WR | 5.4
Drake London | WR | 15.2
Nico Collins | WR | 15.9
Keenan Allen | WR | 9.1
Rome Odunze | WR | 11.6
Jordan Whittington | WR | 4.9
Michael Mayer | TE | 4.0
Juwan Johnson | TE | 5.6
Dalton Kincaid | TE | 8.6
Cole Kmet | TE | 3.9
Matthew Stafford | QB | 15.3
Baker Mayfield | QB | 19.2
J.J. McCarthy | QB | 16.7
Josh Allen | QB | 21.8

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
