You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Elijah Mitchell | RB | 2.7
Nick Chubb | RB | 4.7
Blake Corum | RB | 2.4
Zach Charbonnet | RB | 8.0
Rachaad White | RB | 8.1
Tyler Allgeier | RB | 5.6
D'Andre Swift | RB | 11.4
Kyle Monangai | RB | 2.4
Xavier Worthy | WR | 14.9
Tre' Harris | WR | 6.7
Nick Westbrook-Ikhine | WR | 5.5
Marquise Brown | WR | 10.1
Drake London | WR | 15.2
Jalen Nailor | WR | 6.6
Diontae Johnson | WR | 5.4
Michael Wilson | WR | 6.9
Will Dissly | TE | 4.1
Theo Johnson | TE | 6.9
Mason Taylor | TE | 7.0
Cole Kmet | TE | 3.9
Lamar Jackson | QB | 21.6
Michael Penix Jr. | QB | 15.2
J.J. McCarthy | QB | 16.7
Baker Mayfield | QB | 19.2

Team B Roster (name | pos | proj):
Josh Jacobs | RB | 15.5
Jaylen Warren | RB | 11.0
Jerome Ford | RB | 9.0
Bijan Robinson | RB | 18.5
Christian McCaffrey | RB | 18.6
RJ Harvey | RB | 11.8
Dylan Sampson | RB | 6.0
Tony Pollard | RB | 10.4
Tutu Atwell | WR | 5.6
Amon-Ra St. Brown | WR | 16.9
Romeo Doubs | WR | 7.6
Greg Dortch | WR | 3.9
Rashee Rice | WR | 6.7
Matthew Golden | WR | 11.6
Troy Franklin | WR | 4.0
Ja'Marr Chase | WR | 19.5
Jonnu Smith | TE | 6.8
Darren Waller | TE | 7.2
Noah Fant | TE | 4.6
Brock Bowers | TE | 14.4
Jalen Hurts | QB | 22.0
Geno Smith | QB | 14.4
Tua Tagovailoa | QB | 15.5
Justin Fields | QB | 15.8

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
