You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Javonte Williams | RB | 8.8
Omarion Hampton | RB | 14.0
Tyler Allgeier | RB | 5.6
Aaron Jones Sr. | RB | 11.5
Bucky Irving | RB | 16.3
Chase Brown | RB | 15.4
De'Von Achane | RB | 17.1
James Conner | RB | 14.1
Andrei Iosivas | WR | 4.2
Jaylin Noel | WR | 4.8
DeVonta Smith | WR | 13.0
Garrett Wilson | WR | 12.6
Rashod Bateman | WR | 8.5
Mike Evans | WR | 14.6
Tee Higgins | WR | 14.4
Ja'Marr Chase | WR | 19.5
Elijah Arroyo | TE | 6.4
Hunter Henry | TE | 8.3
Tyler Warren | TE | 8.2
Kyle Pitts Sr. | TE | 8.0
Jordan Love | QB | 16.3
Lamar Jackson | QB | 21.6
Dak Prescott | QB | 16.4
Bo Nix | QB | 18.8

Team B Roster (name | pos | proj):
J.K. Dobbins | RB | 10.9
Tyjae Spears | RB | 7.5
Cam Skattebo | RB | 7.8
Alvin Kamara | RB | 14.7
Breece Hall | RB | 12.7
Zach Charbonnet | RB | 8.0
Jaydon Blue | RB | 5.3
Jerome Ford | RB | 9.0
Noah Brown | WR | 4.3
Cooper Kupp | WR | 11.1
Khalil Shakir | WR | 11.7
Rashid Shaheed | WR | 9.8
Keon Coleman | WR | 10.0
Xavier Worthy | WR | 14.9
Michael Pittman Jr. | WR | 10.3
Terry McLaurin | WR | 14.3
Michael Mayer | TE | 4.0
Dallas Goedert | TE | 9.2
Brock Bowers | TE | 14.4
Tyler Conklin | TE | 4.9
J.J. McCarthy | QB | 16.7
Michael Penix Jr. | QB | 15.2
Russell Wilson | QB | 15.4
Tua Tagovailoa | QB | 15.5

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
