You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Chuba Hubbard | RB | 13.8
Rhamondre Stevenson | RB | 10.3
Ashton Jeanty | RB | 15.5
Bucky Irving | RB | 16.3
Kenneth Walker III | RB | 13.7
Ty Johnson | RB | 4.2
Jaydon Blue | RB | 5.3
Jordan Mason | RB | 7.4
Xavier Legette | WR | 7.4
Emeka Egbuka | WR | 10.6
Brian Thomas Jr. | WR | 16.0
CeeDee Lamb | WR | 17.4
Ray-Ray McCloud III | WR | 5.1
Jayden Reed | WR | 11.0
Michael Pittman Jr. | WR | 10.3
Travis Hunter | WR | 12.7
Kyle Pitts Sr. | TE | 8.0
Chig Okonkwo | TE | 7.0
Zach Ertz | TE | 8.1
Tyler Conklin | TE | 4.9
Justin Herbert | QB | 16.6
Russell Wilson | QB | 15.4
Josh Allen | QB | 21.8
Joe Burrow | QB | 20.0

Team B Roster (name | pos | proj):
MarShawn Lloyd | RB | 3.3
Rico Dowdle | RB | 5.1
Aaron Jones Sr. | RB | 11.5
Kyle Monangai | RB | 2.4
Isiah Pacheco | RB | 11.5
Isaac Guerendo | RB | 4.2
Brian Robinson Jr. | RB | 10.4
Alvin Kamara | RB | 14.7
Jalen Nailor | WR | 6.6
Courtland Sutton | WR | 12.9
KaVontae Turpin | WR | 4.2
Diontae Johnson | WR | 5.4
George Pickens | WR | 12.1
Jalen McMillan | WR | 9.2
Deebo Samuel Sr. | WR | 11.5
Ja'Marr Chase | WR | 19.5
Jake Ferguson | TE | 8.5
David Njoku | TE | 10.6
Will Dissly | TE | 4.1
Dalton Kincaid | TE | 8.6
Sam Darnold | QB | 15.3
Drake Maye | QB | 17.1
Kenny Pickett | QB | 15.9
Kyler Murray | QB | 18.5

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
