You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Alvin Kamara | RB | 14.7
Bijan Robinson | RB | 18.5
Jerome Ford | RB | 9.0
James Cook | RB | 14.2
Tyrone Tracy Jr. | RB | 11.0
De'Von Achane | RB | 17.1
James Conner | RB | 14.1
Josh Jacobs | RB | 15.5
Marvin Harrison Jr. | WR | 13.3
Jalen McMillan | WR | 9.2
Garrett Wilson | WR | 12.6
Rashod Bateman | WR | 8.5
Josh Downs | WR | 9.9
Jerry Jeudy | WR | 12.4
Tee Higgins | WR | 14.4
Diontae Johnson | WR | 5.4
Brock Bowers | TE | 14.4
T.J. Hockenson | TE | 10.7
Pat Freiermuth | TE | 7.1
Mark Andrews | TE | 10.8
Josh Allen | QB | 21.8
Jalen Hurts | QB | 22.0
Trevor Lawrence | QB | 17.9
Jordan Love | QB | 16.3

Team B Roster (name | pos | proj):
Travis Etienne Jr. | RB | 10.0
Saquon Barkley | RB | 19.3
Aaron Jones Sr. | RB | 11.5
Tony Pollard | RB | 10.4
Jahmyr Gibbs | RB | 17.9
Ray Davis | RB | 5.9
Cam Skattebo | RB | 7.8
Brian Robinson Jr. | RB | 10.4
Josh Reynolds | WR | 6.1
Noah Brown | WR | 4.3
Jayden Higgins | WR | 9.5
Dyami Brown | WR | 6.7
Mike Evans | WR | 14.6
Marvin Mims Jr. | WR | 9.2
DJ Moore | WR | 13.1
Puka Nacua | WR | 16.9
Tyler Conklin | TE | 4.9
Tyler Warren | TE | 8.2
Will Dissly | TE | 4.1
George Kittle | TE | 13.2
Lamar Jackson | QB | 21.6
Baker Mayfield | QB | 19.2
Jared Goff | QB | 16.2
Sam Darnold | QB | 15.3

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
