You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Woody Marks | RB | 3.3
Justice Hill | RB | 6.1
Jaylen Wright | RB | 5.0
Bucky Irving | RB | 16.3
Bhayshul Tuten | RB | 4.9
Tyrone Tracy Jr. | RB | 11.0
Bijan Robinson | RB | 18.5
Chase Brown | RB | 15.4
Tutu Atwell | WR | 5.6
George Pickens | WR | 12.1
Josh Downs | WR | 9.9
Jalen Royals | WR | 4.1
Luther Burden III | WR | 7.8
Deebo Samuel Sr. | WR | 11.5
Adam Thielen | WR | 9.0
Marvin Harrison Jr. | WR | 13.3
Noah Fant | TE | 4.6
Mike Gesicki | TE | 7.1
Jonnu Smith | TE | 6.8
Zach Ertz | TE | 8.1
Jordan Love | QB | 16.3
Tua Tagovailoa | QB | 15.5
Michael Penix Jr. | QB | 15.2
Russell Wilson | QB | 15.4

Team B Roster (name | pos | proj):
Travis Etienne Jr. | RB | 10.0
MarShawn Lloyd | RB | 3.3
James Cook | RB | 14.2
Braelon Allen | RB | 4.2
Kendre Miller | RB | 3.5
Tank Bigsby | RB | 7.4
Rhamondre Stevenson | RB | 10.3
Jaylen Warren | RB | 11.0
Jerry Jeudy | WR | 12.4
Garrett Wilson | WR | 12.6
Curtis Samuel | WR | 4.0
CeeDee Lamb | WR | 17.4
DJ Moore | WR | 13.1
Quentin Johnston | WR | 6.3
DeAndre Hopkins | WR | 5.7
Stefon Diggs | WR | 10.6
Tyler Warren | TE | 8.2
Brenton Strange | TE | 7.7
Darren Waller | TE | 7.2
Dalton Schultz | TE | 7.0
Joe Burrow | QB | 20.0
Lamar Jackson | QB | 21.6
Jayden Daniels | QB | 21.4
Anthony Richardson Sr. | QB | 13.8

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
