You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Kendre Miller | RB | 3.5
Braelon Allen | RB | 4.2
Bijan Robinson | RB | 18.5
Rachaad White | RB | 8.1
Samaje Perine | RB | 3.5
J.K. Dobbins | RB | 10.9
Elijah Mitchell | RB | 2.7
David Montgomery | RB | 11.5
Khalil Shakir | WR | 11.7
Joshua Palmer | WR | 7.6
Brandin Cooks | WR | 5.4
Quentin Johnston | WR | 6.3
Jameson Williams | WR | 12.6
Travis Hunter | WR | 12.7
Stefon Diggs | WR | 10.6
Troy Franklin | WR | 4.0
Brenton Strange | TE | 7.7
Colston Loveland | TE | 7.8
Zach Ertz | TE | 8.1
Tyler Conklin | TE | 4.9
Jared Goff | QB | 16.2
Anthony Richardson Sr. | QB | 13.8
Cameron Ward | QB | 13.9
Michael Penix Jr. | QB | 15.2

Team B Roster (name | pos | proj):
TreVeyon Henderson | RB | 12.2
Jordan Mason | RB | 7.4
Rhamondre Stevenson | RB | 10.3
Isaac Guerendo | RB | 4.2
Austin Ekeler | RB | 8.2
Bucky Irving | RB | 16.3
Blake Corum | RB | 2.4
Tyrone Tracy Jr. | RB | 11.0
Ricky Pearsall | WR | 11.1
Tee Higgins | WR | 14.4
Puka Nacua | WR | 16.9
Rashee Rice | WR | 6.7
Chris Godwin | WR | 4.8
Chris Olave | WR | 10.9
Andrei Iosivas | WR | 4.2
Ja'Marr Chase | WR | 19.5
David Njoku | TE | 10.6
Darren Waller | TE | 7.2
George Kittle | TE | 13.2
Chig Okonkwo | TE | 7.0
Caleb Williams | QB | 16.1
Justin Fields | QB | 15.8
Kenny Pickett | QB | 15.9
Justin Herbert | QB | 16.6

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
