You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Nick Chubb | RB | 4.7
Rhamondre Stevenson | RB | 10.3
Jordan Mason | RB | 7.4
Miles Sanders | RB | 4.0
MarShawn Lloyd | RB | 3.3
Chuba Hubbard | RB | 13.8
Tyjae Spears | RB | 7.5
Braelon Allen | RB | 4.2
Marvin Harrison Jr. | WR | 13.3
Zay Flowers | WR | 13.1
Keon Coleman | WR | 10.0
Jalen McMillan | WR | 9.2
Chris Godwin | WR | 4.8
Justin Jefferson | WR | 18.4
Michael Wilson | WR | 6.9
A.J. Brown | WR | 15.7
Mason Taylor | TE | 7.0
David Njoku | TE | 10.6
Colston Loveland | TE | 7.8
Sam LaPorta | TE | 11.2
Matthew Stafford | QB | 15.3
Tua Tagovailoa | QB | 15.5
Baker Mayfield | QB | 19.2
Justin Herbert | QB | 16.6

Team B Roster (name | pos | proj):
RJ Harvey | RB | 11.8
Roschon Johnson | RB | 5.3
Bhayshul Tuten | RB | 4.9
D'Andre Swift | RB | 11.4
J.K. Dobbins | RB | 10.9
Tony Pollard | RB | 10.4
Ashton Jeanty | RB | 15.5
Travis Etienne Jr. | RB | 10.0
Keenan Allen | WR | 9.1
George Pickens | WR | 12.1
Andrei Iosivas | WR | 4.2
Jack Bech | WR | 7.3
Demarcus Robinson | WR | 4.9
Brandin Cooks | WR | 5.4
Deebo Samuel Sr. | WR | 11.5
Alec Pierce | WR | 5.8
Brenton Strange | TE | 7.7
Mike Gesicki | TE | 7.1
Chig Okonkwo | TE | 7.0
Mark Andrews | TE | 10.8
Justin Fields | QB | 15.8
Bo Nix | QB | 18.8
Caleb Williams | QB | 16.1
Russell Wilson | QB | 15.4

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
